adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category,Risk Flag
0001641172-25-004752,1416876,"FIRST CHOICE HEALTHCARE SOLUTIONS, INC.",US,FL,MELBOURNE,2025-04-15 14:29:00.0,10-K,20241231.0,2024.0,FY,,92444.0,,,,,-3400693.6666666665,-6009687.5,,0.0,-10854278.0,3817117.0,0.5536699446983023,-1.5744048453322232,,,-1.3516693602282897,,,True,High Risk,1
0001641172-25-004758,1900402,EVERGREEN CORP,US,FL,MIAMI,2025-04-15 14:56:00.0,10-Q,20250228.0,2025.0,Q1,235000.0,,983298.5,,,,-219876.5,458650.5,,,-4897939.875,41092426.5,-0.09364151290240165,0.011161436280721948,0.011225633606659,,-9.38973681766561,,,True,High Risk,1
0001641172-25-004768,1862463,"ALPHA MODUS HOLDINGS, INC.",US,NC,CORNELIUS,2025-04-15 15:36:00.0,10-K,20241231.0,2024.0,FY,14165.5,,62801.0,,,,-1095840.0,1800886.0,,,-12572862.461538462,912164.0,-0.14323595804130326,1.974300674001605,2.005444329806787,,-1.0725502249619283,,,True,High Risk,1
0001641172-25-004775,943535,"WORLD HEALTH ENERGY HOLDINGS, INC.",US,FL,BOCA RATON,2025-04-15 15:55:00.0,10-K,20241231.0,2024.0,FY,108306.5,39339.5,,,,,-1322153.0,-5836674.0,,2805923.3333333335,2367300.0,13158804.5,-2.4655404891648716,-0.44355655561263185,-0.44723764564386737,0.3632238138985195,4.558570734592151,,,True,High Risk,1
0001641172-25-004791,1687919,FORGE INNOVATION DEVELOPMENT CORP.,US,CA,CITY OF INDUSTRY,2025-04-15 16:06:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-260205.5,-1094424.0,,,1691059.5,8760799.5,-0.647182432078824,-0.12492284522662572,,,4.180657156061037,,,True,High Risk,1
0001641172-25-004792,923601,"ALGORHYTHM HOLDINGS, INC.",US,FL,FORT LAUDERDALE,2025-04-15 16:06:00.0,10-K,20241231.0,2024.0,FY,5712000.0,,3419000.0,,,,-4072500.0,,9459000.0,,,21439666.666666668,,,,,,,0.44119156081406735,True,High Risk,1
0001641172-25-004793,1534708,"BEELINE HOLDINGS, INC.",US,RI,PROVIDENCE,2025-04-15 16:11:00.0,10-K,20241231.0,2024.0,FY,1436000.0,148500.0,989000.0,,,,-2525500.0,-3674000.0,1029882.3529411765,,24910500.0,41997500.0,-0.14748800706529375,-0.08748139770224418,-0.09057850424663783,0.10341225626740948,0.6859356496256599,-3.567397761023532,0.02452246807408004,True,High Risk,1
0001641172-25-004796,1463208,"TRANSPORTATION & LOGISTICS SYSTEMS, INC.",US,FL,JUPITER,2025-04-15 16:13:00.0,10-K,20241231.0,2024.0,FY,1009900.0,,626173.5,,,247471.0,-1599571.0,-9044558.0,,270047.5,-1370418.1904761905,1169351.0,6.599852558040851,-7.734681887645369,-56.72311870104296,,-1.8532804133267347,,,True,High Risk,1
0001641172-25-004801,1889106,ALPHATIME ACQUISITION CORP,US,NY,NEW YORK,2025-04-15 16:16:00.0,10-K,20241231.0,2024.0,FY,,,,,,,-206093.0,1289890.875,,,-1736219.3636363635,44688663.5,-0.7429308196969037,0.02886393939706879,,,-26.739065256364498,,,True,High Risk,1
0001641172-25-004802,1892492,EIGHTCO HOLDINGS INC.,US,PA,EASTON,2025-04-15 16:16:00.0,10-K,20241231.0,2024.0,FY,1219436.75,1420353.0,,,116375243.0,2556476.5,-6518090.0,-33805925.0,40580677.666666664,40000.0,3998526.5,26564949.5,-8.454595711695296,-1.2725762945643846,-1.3338031600879725,1.1647615179713093,5.643684742366969,-0.8330547182500231,1.5276022891241205,True,High Risk,1
0001641172-25-004803,1589149,"GREENWAVE TECHNOLOGY SOLUTIONS, INC.",US,VA,CHESAPEAKE,2025-04-15 16:16:00.0,10-K,20241231.0,2024.0,FY,1308322.5,217056.86666666667,1602036.5,,,2958500.0,-9544016.5,-25426671.5,10764036.0,,7359753.846153846,54749733.0,-3.454826347662129,-0.46441635614917065,-0.4757859357024269,0.16590471131289622,6.439071216846717,-2.362187519625538,0.19660435604316098,True,High Risk,1
0001641172-25-004807,1679817,"OZOP ENERGY SOLUTIONS, INC.",US,NY,WARWICK,2025-04-15 16:20:00.0,10-K,20241231.0,2024.0,FY,960000.0,124386.5,,,,,-1324714.0,-6783921.0,,,-28226305.5,2769402.0,0.2403403803590236,-2.4495977832037386,-3.749261358172479,0.12956927083333333,-1.0981142218559208,,,True,High Risk,1
0001641172-25-004816,1530766,"BIOSIG TECHNOLOGIES, INC.",US,CT,WESTPORT,2025-04-15 16:29:00.0,10-K,20241231.0,2024.0,FY,,66500.0,,,,,-8957000.0,-19685500.0,,3248284.75,-2281000.0,1320000.0,8.63020604997808,-14.913257575757576,,,-1.5786935554581325,,,True,High Risk,1
0001641172-25-004819,1799788,"GREENWICH LIFESCIENCES, INC.",US,TX,STAFFORD,2025-04-15 16:30:00.0,10-K,20241231.0,2024.0,FY,,,,,62863195.5,,-6872572.5,-12340306.0,,5439955.5,3741428.1666666665,5544292.0,-3.2982875656795763,-2.2257676904463186,,,0.4818651469499014,,,True,High Risk,1
0001641172-25-004833,1397183,"IVEDA SOLUTIONS, INC.",US,AZ,MESA,2025-04-15 16:44:00.0,10-K,20241231.0,2024.0,FY,555123.0,779342.0,,,,,-1583781.142857143,-3398273.0,,,,5742840.5,,-0.5917407944727004,-0.6550613058633205,1.403908683300818,,,,True,High Risk,1
0001641172-25-004835,1865861,CACTUS ACQUISITION CORP. 1 LTD,US,NJ,CRANBURY,2025-04-15 16:45:00.0,10-K,20241231.0,2024.0,FY,,,739000.0,,,,916000.0,126000.0,,,-3311714.285714286,15211500.0,-0.03804676041756535,0.008283206784340795,,,-5.593240445172979,,,True,High Risk,1
0001641172-25-004842,1632121,"BALANCE LABS, INC.",US,FL,MIAMI,2025-04-15 16:54:00.0,10-K,20241231.0,2024.0,FY,500829.5,,241412.0,,,,-139806.0,-454897.0,,,-4806994.5,158148.0,0.0946323113121931,-2.8764005867921187,1.327462964881384,,-1.0328995591736168,,,True,High Risk,1
0001641172-25-004846,908259,"ONCOTELIC THERAPEUTICS, INC.",US,CA,AGUORA HILLS,2025-04-15 16:57:00.0,10-K,20241231.0,2024.0,FY,345078.0,18976.0,,,,,-920438.0,8524325.0,70000.0,0.0,10190880.0,16258475.6,0.8364660362991223,0.5243003839794181,0.535669705129469,0.054990465923646245,0.5953946666038654,121.77607142857143,0.004305446692677633,True,High Risk,1
0001641172-25-004858,1812360,FOXO TECHNOLOGIES INC.,US,MN,MINNEAPOLIS,2025-04-15 17:05:00.0,10-K,20241231.0,2024.0,FY,5617596.5,2270957.0,1915935.8333333333,,,1033333.3333333334,-4721417.75,-10391404.42857143,1678756.8,3300000.0,-4388228.5,12123921.142857144,2.3680180803190694,-0.8570993085593902,-1.5971235680622629,0.40425776397432606,-3.7628281304989346,-6.189940334759287,0.13846648953082694,True,High Risk,1
0001641172-25-004859,727346,"SELECTIS HEALTH, INC.",US,CO,GREENWOOD VILLAGE,2025-04-15 17:07:00.0,10-K,20241231.0,2024.0,FY,,2354232.5,,,,225607.5,-1029257.0,-3197471.5,2250000.0,,-824579.5555555555,37059209.5,3.8776992207207015,-0.08628007837026314,,,-45.94315830451505,-1.4210984444444446,0.06071365337676725,True,High Risk,1
0001641172-25-004861,1518336,DREAM HOMES & DEVELOPMENT CORP.,US,NJ,FORKED RIVER,2025-04-15 17:09:00.0,10-K,20241231.0,2024.0,FY,,172551.0,,,,,-173330.0,139303.0,,,1509584.5,10814915.0,0.09227903439655084,0.012880637526970854,,,6.16416669620018,,,True,High Risk,1
0001641172-25-004864,1064722,GIVEMEPOWER CORP,CA,AB,CALGARY,2025-04-15 17:11:00.0,10-K,20241231.0,2024.0,FY,4590.5,,5910.5,,,,-32284.5,-66846.4,,,-248608.5,4123.0,0.2688821983158259,-16.21304875090953,142.98695187165774,,-1.0165843082597739,,,True,High Risk,1
0001641172-25-004869,1714562,"GAMESQUARE HOLDINGS, INC.",US,TX,FRISCO,2025-04-15 17:14:00.0,10-K,20241231.0,2024.0,FY,25421422.0,18895265.5,9491664.0,,,2700000.0,-23324257.0,-17883333.5,25212747.0,975000.0,,71721177.5,,-0.24934523000546108,-0.38625114337806815,0.7432812177068615,,-0.7092973050497037,0.35153838627370554,True,High Risk,1
0001641172-25-004873,1865120,BROAD CAPITAL ACQUISITION CORP,US,TX,DALLAS,2025-04-15 17:16:00.0,10-K,20241231.0,2024.0,FY,726096.0,,1705617.5,,,,-1297079.5,-818253.0,,,-5921655.111111111,35669773.5,0.13817977991738647,-0.022939674680020044,-0.023416339050175816,,-7.023615497814275,,,True,High Risk,1
0001641172-25-004877,1857086,"TRUGOLF HOLDINGS, INC.",US,FL,PLANTATION,2025-04-15 17:17:00.0,10-K,20241231.0,2024.0,FY,2439737.0,1899012.5,,,,,-4709609.0,-9539264.0,10132730.0,538323.0,-182654.31578947368,16455878.0,52.225779384238045,-0.5796873311773458,-0.6805913268138498,0.778367709306372,-91.09301493301123,-0.9414307891358005,0.6157514050602465,True,High Risk,1
0001641172-25-004882,1582554,"MATINAS BIOPHARMA HOLDINGS, INC.",US,NJ,BEDMINSTER,2025-04-15 17:18:00.0,10-K,20241231.0,2024.0,FY,304500.0,,1624000.0,,,,-15581500.0,-23596500.0,,,10578833.333333334,18872500.0,-2.23053896932554,-1.2503112995098689,-1.2708153813011633,,0.7839868920643422,,,True,High Risk,1
0001641172-25-004893,825788,DIVALL INSURED INCOME PROPERTIES 2 LIMITED PARTNERSHIP,US,MO,KANSAS CITY,2025-04-15 17:22:00.0,10-K,20241231.0,2024.0,FY,,,,,,,422130.5,5991175.8,,,,1549489.0,,3.866549423713237,,,,,,True,High Risk,1
0001641172-25-004894,813716,CIRTRAN CORP,US,NV,LAS VEGAS,2025-04-15 17:22:00.0,10-K,20241231.0,2024.0,FY,537682.0,24272.666666666668,2110351.25,,37233561.0,,-59480.5,5449348.666666667,,,-14350581.642857144,1228306.5,-0.3797301602321482,4.436473035571062,7.890465320397216,0.04514316392712917,-1.0855928024778965,,,True,High Risk,1
0001641172-25-004910,1898766,TRIO PETROLEUM CORP.,US,CA,BAKERSFIELD,2025-04-15 17:28:00.0,10-K/A,20241031.0,2024.0,FY,,,,,,,-3938789.0,-8085611.5,,1289464.0,2867874.1333333333,11663710.5,-2.819374604352697,-0.6932280683749824,,,3.067023152945439,,,True,High Risk,1
0001641172-25-004916,1973056,BOWEN ACQUISITION CORP,US,NY,NEW YORK,2025-04-15 17:29:00.0,10-K,20241231.0,2024.0,FY,,,80085.5,,,,-307612.0,1668240.75,,,-132174.0,73987026.0,-12.621550002269736,0.02254774708744206,,,-560.7698942303327,,,True,High Risk,1
0001641172-25-004920,1962011,"KAIROS PHARMA, LTD.",US,CA,LOS ANGELES,2025-04-15 17:30:00.0,10-K,20241231.0,2024.0,FY,596333.3333333334,,43000.0,,,135500.0,-1937000.0,-2207500.0,51250000.0,565500.0,253166.66666666666,3366500.0,-8.719552337063858,-0.6557255309668796,-0.7968834606822695,,12.29756418696511,-0.043073170731707314,15.22352591712461,True,High Risk,1
0001641172-25-004921,894871,"ARENA GROUP HOLDINGS, INC.",US,NY,NEW YORK,2025-04-15 17:30:00.0,10-K,20241231.0,2024.0,FY,4226000.0,21081333.333333332,19946500.0,,333990500.0,8997166.666666666,-20424000.0,-78146000.0,16892000.0,,-40244833.333333336,152615000.0,1.941764781400511,-0.5120466533433804,-0.526629332362911,4.988483988010727,-4.792163797423272,-4.62621359223301,0.11068374668282935,True,High Risk,1
0001641172-25-004927,1084475,"VIDEO RIVER NETWORKS, INC.",US,NV,LAS VEGAS,2025-04-15 18:56:00.0,10-K,20241231.0,2024.0,FY,,,3200.0,,,,274506.0,969989.6,,,678138.0666666667,2686565.0,1.4303718485645647,0.361051975291869,,,2.961678501850803,,,True,High Risk,1
0001641172-25-004952,1375793,"METALERT, INC.",US,CA,"LOS ANGELES,",2025-04-16 06:07:00.0,10-K,20241231.0,2024.0,FY,210878.5,,608675.75,,,36692.0,-427906.0,-1009211.5,,,-1371796.1764705882,572144.0,0.73568618815992,-1.7639117075421573,-2.793545190448576,,-1.4170765379096149,,,True,High Risk,1
0001641172-25-005125,1263364,IDAHO COPPER CORP,US,ID,BOISE,2025-04-16 19:30:00.0,10-K/A,20240131.0,2024.0,FY,,,,,,,-508001.0,-4005758.5,,662365.5,-2919378.3076923075,341572.0,1.372127240051478,-11.727420573114893,,,-1.1170016229482789,,,True,High Risk,1
0001641172-25-005135,771266,KOPIN CORP,US,MA,WESTBOROUGH,2025-04-16 21:57:00.0,10-K,20241231.0,2024.0,FY,2727202.0,10778345.0,,,,,-15334906.4,-29310406.4,1191363.6666666667,1412941.5,26395228.5,60039041.0,-1.1104433666865205,-0.48818911681150934,-0.5114197504637741,3.952162326076323,1.2746172096975785,-24.602400778267814,0.019843149504447728,True,High Risk,1
0001641172-25-005145,1593549,"LIVENTO GROUP, INC.",US,NY,NEW YORK,2025-04-17 06:20:00.0,10-K,20241231.0,2024.0,FY,389962.5,1842920.0,,,,,-294521.5,-2954450.0,2000000.0,,,47225707.0,,-0.06256020688054495,-0.06308109397086663,4.725890309965702,,-1.477225,0.04234981595934604,True,High Risk,1
0001641172-25-005155,1868419,"CYCURION, INC.",US,VA,MCLEAN,2025-04-17 07:41:00.0,10-K,20241231.0,2024.0,FY,2809717.0,8723539.5,2879748.5,,,,-1586350.6666666667,-433706.0,7712657.571428572,,2259715.153846154,23179024.0,-0.19192950016811172,-0.018711141590776213,-0.021292133306253375,3.10477514283467,9.25749814552869,-0.05623301643867317,0.3327429822510461,True,High Risk,1
0001641172-25-005354,1539850,"STARCO BRANDS, INC.",US,CA,SANTA MONICA,2025-04-18 13:05:00.0,10-K,20241231.0,2024.0,FY,5485759.75,4270271.25,,,,2817328.5,1700701.0,-31921069.0,8918447.0,1107453.0,17780413.0,71531915.0,-1.7952940125743986,-0.4462493280097422,-0.4833145681103065,0.778428411853071,3.0230738734808917,-3.5792183325191034,0.12467787280684434,True,High Risk,1
0001641172-25-005415,1760233,"GIFTIFY, INC.",US,GA,NORCROSS,2025-04-18 16:21:00.0,10-K/A,20241231.0,2024.0,FY,2092450.5,1286415.5,1472270.5,,,1365834.0,-1546830.5,-7422814.444444444,44020210.0,5545550.0,7395538.185185186,37622865.0,-1.0036882047764824,-0.1972953001969532,-0.2089143779745222,0.6147889758921418,4.08723828583111,-0.16862287672967585,1.1700387517005948,True,High Risk,1
0001641172-25-005573,1649009,SIYATA MOBILE INC.,CA,BC,SURREY,2025-04-21 16:31:00.0,20-F,20241231.0,2024.0,FY,,,,,,,,,,,,15200805.0,,,,,,,,True,High Risk,1
0001641172-25-005575,1900679,TECHNOLOGY & TELECOMMUNICATION ACQUISITION CORP,US,FL,MIAMI,2025-04-21 16:32:00.0,10-Q,20250228.0,2025.0,Q1,1592484.0,,,,,,-139734.0,144090.0,,,-5624506.666666667,19518993.0,-0.02561824681512808,0.007382040661626345,0.008037817067450222,,-4.470347562334355,,,True,High Risk,1
0001641172-25-005644,1263364,IDAHO COPPER CORP,US,ID,BOISE,2025-04-22 12:49:00.0,10-K,20250131.0,2024.0,FY,,,,,,,-1685968.0,-4424689.5,,378496.0,-2167392.6666666665,233844.0,2.041480331667328,-18.921543849745984,,,-1.10789184793157,,,True,High Risk,1
0001641172-25-005663,1673481,LOTTERY.COM INC.,US,TX,FT. WORTH,2025-04-22 15:01:00.0,10-K/A,20241231.0,2024.0,FY,,274857.5,,,,5281105.5,-1814500.0,-27328434.666666668,,0.0,27474550.5,58675417.0,-0.9946817752911614,-0.4657561217957201,,,1.1356279150044692,,,True,High Risk,1
0001641172-25-005736,1021917,"AWAYSIS CAPITAL, INC.",US,FL,MIRAMAR,2025-04-22 17:26:00.0,10-K/A,20240630.0,2024.0,FY,71529.5,4284.0,96028.0,,,,122926.5,-5694461.0,,,2623705.888888889,12108078.0,-2.170388466220786,-0.47030263597575106,-0.47309749966944425,0.05989137348925968,3.6148762524322575,,,True,High Risk,1
0001641172-25-005930,1664740,MBC FUNDING II CORP.,US,NY,GREAT NECK,2025-04-24 07:01:00.0,10-Q,20250331.0,2025.0,Q1,,,,,100.0,,130139.5,114374.0,,,2416038.0,9790275.0,0.04733948721005216,0.011682409329666429,,,3.0522024074124663,,,True,High Risk,1
0001641172-25-005931,1080340,"MANHATTAN BRIDGE CAPITAL, INC",US,NY,"GREAT NECK,",2025-04-24 07:01:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,1160799.5,1424672.5,2423395.5,,17261085.3,66574118.0,0.08253666992770148,0.02139979533788191,,,2.8568906208927665,0.5878827867758275,0.03640146610729413,True,High Risk,1
0001641172-25-006029,1725911,NETBRANDS CORP.,US,NY,ISLAND PARK,2025-04-24 17:03:00.0,10-K,20241231.0,2024.0,FY,,5353.0,,,,,-306106.5,-1303323.5,,,-660487.8666666667,8339.5,1.973273947601157,-156.28317045386413,,,-1.0126262728217668,,,True,High Risk,1
0001641172-25-006049,1318482,KIDOZ INC.,CA,BC,VANCOUVER,2025-04-24 19:35:00.0,20-F,20241231.0,2024.0,FY,3306896.0,5721258.0,826446.0,,,442011.0,305111.6666666667,-1002009.6666666666,14142802.333333334,421215.77777777775,23934442.23529412,11770656.5,-0.041864759446497014,-0.08512776383090158,-0.11838823495379704,1.730099162477441,-0.5082126257931844,-0.07084944292157845,1.201530461222221,True,High Risk,1
0001641172-25-006183,1281845,"UNIQUE LOGISTICS INTERNATIONAL, INC.",US,NY,JAMAICA,2025-04-25 16:01:00.0,10-Q,20250228.0,2025.0,Q3,15239586.5,21811673.25,3622373.5,,,,-6592981.666666667,-2581935.0,55596523.25,,7759079.0,107332109.0,-0.33276307664865895,-0.02405556942890221,-0.028036315326252465,1.4312509889950098,12.833099134575122,-0.04644058385431503,0.5179859388582404,True,High Risk,1
0001641172-25-006369,1393781,QUALITY INDUSTRIAL CORP.,US,CA,SAN FRANCISCO,2025-04-28 10:45:00.0,10-K,20241231.0,2024.0,FY,1141726.5,1549391.2727272727,,,,,1756827.0,-2247120.25,3086519.0,1201967.5,,13472454.5,,-0.16679367890980815,-0.18223743561612907,1.3570599199784472,,-0.7280435500316051,0.22909849129570264,True,High Risk,1
0001641172-25-006431,1657045,NEXT-CHEMX CORPORATION.,US,TX,AUSTIN,2025-04-28 16:18:00.0,10-K/A,20231231.0,2023.0,FY,,,,,,,-739987.0,-2127406.0,,,226140.66666666666,3031755.0,-9.407445513264605,-0.7017077567283636,,,12.406500673622023,,,True,High Risk,1
0001641172-25-006726,1417926,"INVO FERTILITY, INC.",US,FL,SARASOTA,2025-04-29 20:43:00.0,10-K,20241231.0,2024.0,FY,292338.0,70321.83333333333,,,51123887.5,469034.5,-3864727.0,-4254575.333333333,2725164.285714286,,2185491.466666667,17523344.14285714,-1.946736191023639,-0.2427947142194078,-0.24691392354340283,0.2405497517713514,7.018033659762543,-1.5612179256995427,0.1555162224457662,True,High Risk,1
0001641172-25-006762,1538217,"SRAX, INC.",US,CA,WESTLAKE VILLAGE,2025-04-30 06:19:00.0,10-Q,20230630.0,2023.0,Q2,6868000.0,110500.0,2150000.0,,,350000.0,-6737000.0,-6807600.0,,,1642720.0,11485500.0,-4.144102464205708,-0.5927125506072874,-1.4743042772062804,0.01608910891089109,5.991757572806078,,,True,High Risk,1
0001641172-25-006812,1435617,"POWERDYNE INTERNATIONAL, INC.",US,MA,NORTH READING,2025-04-30 09:50:00.0,10-K,20241231.0,2024.0,FY,,79170.0,,,,,-84442.0,-43958.666666666664,1700000.0,,-45498.97777777778,225671.5,0.9661462479743134,-0.19479051039527218,,,-5.959924618575069,-0.025858039215686274,7.533073516150688,True,High Risk,1
0001641172-25-007701,1549145,"BLUE BIOFUELS, INC.",US,FL,PALM BEACH GARDENS,2025-04-30 16:01:00.0,10-Q,20250331.0,2025.0,Q1,159993.75,,,,,,-121224.0,-595352.5,,188553.5,-1697196.0,1436105.0,0.350785943403119,-0.41456056486120446,-0.4665365186616762,,-1.846163318791701,,,True,High Risk,1
0001641172-25-007847,1657045,NEXT-CHEMX CORPORATION.,US,TX,AUSTIN,2025-04-30 16:54:00.0,10-K,20241231.0,2024.0,FY,165136.0,,,,,,-1038912.5,-2162669.5,,,-465348.28571428574,3049924.5,4.647421224901287,-0.7090895200848415,-0.7496804358447768,,-7.554068412046522,,,True,High Risk,1
0001641172-25-007857,1156041,HOUSTON AMERICAN ENERGY CORP,US,TX,HOUSTON,2025-04-30 17:00:00.0,10-K/A,20241231.0,2024.0,FY,103057.0,73405.0,17383.5,,,,-636662.0,-5713694.5,677103.5,,4253182.0,7390402.0,-1.3433928997160243,-0.7731236406355162,-0.7840570880066746,0.7122757309061976,0.7376171534629837,-8.438435925969959,0.0916193056886486,True,High Risk,1
0001641172-25-007908,1661053,ENVVENO MEDICAL CORP,US,CA,IRVINE,2025-04-30 17:28:00.0,10-Q,20250331.0,2025.0,Q1,,,,,,,-3784000.0,-4747500.0,,,28172500.0,42765500.0,-0.1685153962197178,-0.11101238147572225,,,0.5179873990593664,,,True,High Risk,1
0001646972-25-000052,1646972,"ALBERTSONS COMPANIES, INC.",US,ID,BOISE,2025-04-21 16:25:00.0,10-K,20250228.0,2024.0,FY,4155450000.0,,,,,301333333.3333333,2731333333.3333335,1256033333.3333333,,58166666.666666664,726313333.3333334,26488400000.0,1.7293271040046994,0.0474182409406885,0.05624126384258834,,35.469659559235225,,,True,High Risk,1
0001650729-25-000013,1650729,"SITEONE LANDSCAPE SUPPLY, INC.",US,GA,ROSWELL,2025-04-30 06:02:00.0,10-Q,20250331.0,2025.0,Q1,374000000.0,554300000.0,127450000.0,,,15000000.0,-114450000.0,-23300000.0,,4820000.0,506950000.0,3164600000.0,-0.04596114015188875,-0.007362699867281805,-0.008349458897728087,1.4820855614973263,5.242430219942795,,,True,High Risk,1
0001652044-25-000043,1652044,ALPHABET INC.,US,CA,MOUNTAIN VIEW,2025-04-24 21:05:00.0,10-Q,20250331.0,2025.0,Q1,8242000000.0,51670000000.0,54764000000.0,,,,32499000000.0,11648600000.0,,5400000000.0,88393607142.85715,235532500000.0,0.13178102327212576,0.049456444439727,0.05124983226311702,6.269109439456442,1.6645874923889534,,,True,High Risk,1
0001654954-25-003717,351998,DATA I/O CORP,US,WA,REDMOND,2025-03-31 20:36:00.0,10-K,20241231.0,2024.0,FY,1046000.0,4833500.0,719000.0,,,,716500.0,-869000.0,10678500.0,541500.0,9509000.0,13092750.0,-0.09138710695130929,-0.06637261079605125,-0.07213563824267956,4.62093690248566,0.3768797980860238,-0.08137847075900173,0.8156040556796701,True,High Risk,1
0001654954-25-003937,1681682,ENDRA LIFE SCIENCES INC.,US,MI,ANN ARBOR,2025-04-04 18:43:00.0,10-K/A,20241231.0,2024.0,FY,315042.0,,,,,,-8474661.0,-7189399.0,,,1814571.5882352942,5603254.0,-3.9620365747001633,-1.2830756913750474,-1.359514142020025,,2.087921157990395,,,True,High Risk,1
0001654954-25-004120,1040470,AEHR TEST SYSTEMS,US,CA,FREMONT,2025-04-10 16:07:00.0,10-Q,20250228.0,2025.0,Q3,6146500.0,,,,,650000.0,-2283000.0,1027833.3333333334,30091750.0,983000.0,40549000.0,136759500.0,0.025347932953545916,0.007515626580481307,0.007869303463922683,,2.3726972305112333,0.034156648693855735,0.2200340744153057,True,High Risk,1
0001654954-25-004122,1081938,"CANNAPHARMARX, INC.",CA,AB,CALGARY,2025-04-10 16:18:00.0,10-K,20241231.0,2024.0,FY,4856536.0,,4077198.0,,650000.0,,-1985842.0,-361268.14285714284,818423.1666666666,,18926080.296296295,11290673.5,-0.019088376314658272,-0.03199704099645985,-0.05614865129275569,,-0.40343307630320535,-0.4414197417315812,0.07248665605879637,True,High Risk,1
0001654954-25-004233,314227,"TOMI ENVIRONMENTAL SOLUTIONS, INC.",US,MD,FREDERICK,2025-04-14 16:01:00.0,10-K,20241231.0,2024.0,FY,1595704.0,2155533.5,,,,23714.5,-2519369.0,0.0,7546703.0,,23261185.333333332,11525676.0,0.0,0.0,0.0,1.350835430631245,-0.504510374908381,0.0,0.6547731343480417,False,Low Risk,0
0001654954-25-004291,1101433,QUOTEMEDIA INC,US,AZ,FOUNTAIN HILLS,2025-04-15 13:41:00.0,10-K,20241231.0,2024.0,FY,,1085851.0,,,,,3414870.5,-321817.6666666667,9412494.25,3521.5,308118.5333333333,7368911.5,-1.044460595035071,-0.043672347899234056,,,22.915833365427766,-0.03419047684057461,1.2773249142699026,True,High Risk,1
0001654954-25-004295,1320760,"TSS, INC.",US,TX,ROUND ROCK,2025-04-15 14:28:00.0,10-K,20241231.0,2024.0,FY,24092000.0,,77988000.0,,,17500.0,3513500.0,2016666.6666666667,60762900.0,908000.0,1816133.3333333333,23219000.0,1.1104177373173776,0.08685415679687612,-2.31004200076365,,11.784854269143237,0.03318911155765552,2.616947327619622,True,High Risk,1
0001654954-25-004306,1034760,WIDEPOINT CORP,US,VA,FAIRFAX,2025-04-15 16:26:00.0,10-K,20241231.0,2024.0,FY,,10075133.5,23513478.5,,,2267108.5,1153510.0,-1993584.0,55244024.222222224,724079.3333333334,6134480.133333334,61440507.5,-0.32498010535030175,-0.03244738823161576,,,9.015601349191208,-0.03608687144116611,0.8991466130422543,True,High Risk,1
0001654954-25-004309,1497230,"SMC ENTERTAINMENT, INC.",US,FL,BOCA RATON,2025-04-15 17:10:00.0,10-K,20241231.0,2024.0,FY,,,1769.0,,,,-193859.0,-3307955.3333333335,0.0,61333.333333333336,-1583192.5833333333,204695.25,2.089420685870444,-16.160391280859393,,,-1.1292927039672105,,0.0,True,High Risk,1
0001654954-25-004315,1825452,"ONFOLIO HOLDINGS, INC",US,DE,WILMINGTON,2025-04-15 18:10:00.0,10-K,20241231.0,2024.0,FY,,422937.0,,,,341728.8888888889,-726458.75,-2520483.214285714,2299185.0,,2783110.8571428573,4490806.5,-0.9056352203207756,-0.561254022921209,,,0.6135923901393794,-1.0962507211406276,0.5119759669003775,True,High Risk,1
0001654954-25-004352,798081,LAKELAND INDUSTRIES INC,US,AL,HUNTSVILLE,2025-04-16 18:29:00.0,10-K,20250131.0,2025.0,FY,11560000.0,23388000.0,,,,710000.0,-2484500.0,-4216666.666666667,145949500.0,,43340666.666666664,183138000.0,-0.09729122763839967,-0.02302453159184149,-0.024575800316279865,2.0231833910034602,3.225546445986064,-0.028891271752672445,0.7969372822680165,True,High Risk,1
0001654954-25-004433,101538,UNITED STATES ANTIMONY CORP,US,TX,DALLAS,2025-04-17 20:09:00.0,10-K/A,20241231.0,2024.0,FY,1001321.5,890910.0,395015.25,,,,-1264861.5,-2692897.0,3735036.272727273,,9554544.0,15684399.25,-0.2818446385301067,-0.17169270923781157,-0.18340139893354443,0.8897342162332478,0.6415643959565208,-0.7209828240928121,0.23813703114751258,True,High Risk,1
0001654954-25-004655,1133519,MEDICURE INC,CA,MB,WINNIPEG,2025-04-25 17:16:00.0,20-F,20241231.0,2024.0,FY,,,,,,606666.6666666666,,,,,,28869000.0,,,,,,,,True,High Risk,1
0001654954-25-004690,1168981,CORDOVACANN CORP.,CA,ON,TORONTO,2025-04-28 11:43:00.0,20-F/A,20240630.0,2024.0,FY,,,,,,,,,,,,9908600.5,,,,,,,,True,High Risk,1
