adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Financial Risk Flag,Risk Category
0001558370-24-002047,1323468,GLOBAL PARTNERS LP,US,MA,WALTHAM,2024-02-28 17:59:00.0,10-K,20231231.0,2023.0,FY,530940000.0,478837000.0,156964000.0,,8136000.0,50218000.0,3581000.0,6408184000.0,10100000.0,,324099000.0,,0.011049093024045121,-0.017312815157536465,0.9018665009228914,,0.0005588166631919433,19.772304141635736,True,High Risk
0001558370-24-002048,98677,TOOTSIE ROLL INDUSTRIES INC,US,IL,CHICAGO,2024-02-28 18:01:00.0,10-K,20231231.0,2023.0,FY,25246000.0,55568000.0,61690000.0,737453000.0,,72051000.0,91912000.0,,,-21050000.0,1018779000.0,-4.366365795724466,0.09021779993502026,0.09251026387648925,2.2010615543056327,-49.39805225653207,,,True,High Risk
0001558370-24-002078,1958140,"ATLANTA BRAVES HOLDINGS, INC.",US,CO,ENGLEWOOD,2024-02-28 21:03:00.0,10-K,20231231.0,2023.0,FY,,27838000.0,,,3000000.0,1626000.0,-125294000.0,1445756000.0,12200000.0,299510000.0,953016000.0,-0.41832993890020365,-0.13147103511378613,,,2.1819171313144805,-0.08666330971477898,1.517032242900434,True,High Risk
0001558370-24-002081,1759546,LORDSTOWN MOTORS CORP.,US,OH,LORDSTOWN,2024-02-28 21:06:00.0,10-K,20231231.0,2023.0,FY,12801000.0,,,,,-213764000.0,-282404000.0,,18800000.0,-544809000.0,452312000.0,0.5183541387899245,-0.6243566387803109,-0.6425413698405729,,-1.8302212334965098,,,True,High Risk
0001558370-24-002083,1604821,"NATERA, INC.",US,TX,AUSTIN,2024-02-28 21:10:00.0,10-K,20231231.0,2023.0,FY,31148000.0,278289000.0,,3145837000.0,2400000.0,-431501000.0,-471716000.0,,48200000.0,705744000.0,1394474000.0,-0.668395338819742,-0.3382752206208219,-0.3460038171354467,8.934409913959163,0.9758921081865379,,,True,High Risk
0001558370-24-002090,813762,ICAHN ENTERPRISES L.P.,US,FL,SUNNY ISLES BEACH,2024-02-28 21:56:00.0,10-K,20231231.0,2023.0,FY,,,,,61000000.0,-338000000.0,-183000000.0,217000000.0,,3343000000.0,20858000000.0,-0.05474125037391565,-0.008773612043340685,,,5.239306012563565,-0.8433179723502304,0.010403682040464091,True,High Risk
0001558370-24-002108,1679049,"INTERNATIONAL SEAWAYS, INC.",US,NY,NEW YORK,2024-02-29 08:06:00.0,10-K,20231231.0,2023.0,FY,6570000.0,47264000.0,,,842000.0,287801000.0,-133492000.0,331699000.0,,,2521819000.0,,-0.05293480618553512,-0.05307307546887008,7.193911719939117,,-0.40244920846912413,0.13153164442015863,True,High Risk
0001558370-24-002119,1001838,SOUTHERN COPPER CORP/,US,AZ,PHOENIX,2024-02-29 10:15:00.0,10-K,20231231.0,2023.0,FY,657600000.0,1394100000.0,,3532800000.0,7900000.0,3573100000.0,,126900000.0,300000.0,8084200000.0,4932700000.0,,,,2.1199817518248176,-0.38983449197199477,,0.02572627567052527,True,High Risk
0001558370-24-002148,27673,DEERE JOHN CAPITAL CORP,US,WI,MADISON,2024-02-29 13:30:00.0,10-Q,20240131.0,2024.0,Q1,,,,,,338700000.0,137600000.0,836500000.0,,52500000.0,49406400000.0,2.620952380952381,0.0027850642831697917,,,940.0742857142857,0.1644949193066348,0.01693100489005473,True,High Risk
0001558370-24-002149,315189,DEERE & CO,US,IL,MOLINE,2024-02-29 13:32:00.0,10-Q,20240131.0,2024.0,Q1,,,,,42000000.0,-908000000.0,1751000000.0,12185000000.0,,-110000000.0,10381000000.0,-15.918181818181818,0.16867353819477893,,,-95.37272727272727,0.14370127205580632,1.1737790193622966,True,High Risk
0001558370-24-002152,1022671,STEEL DYNAMICS INC,US,IN,FORT WAYNE,2024-02-29 13:36:00.0,10-K,20231231.0,2023.0,FY,1007304000.0,73245000.0,309312000.0,1212566000.0,34048000.0,3519928000.0,3214066000.0,,58300000.0,8866666000.0,2813020000.0,0.3624886738713289,1.1425677741359819,1.779939924107667,0.07271389769126302,-0.682742081409179,,,True,High Risk
0001558370-24-002154,1458412,"CROSSFIRST BANKSHARES, INC.",US,KS,LEAWOOD,2024-02-29 13:38:00.0,10-K,20231231.0,2023.0,FY,,,,,78000.0,99355000.0,61599000.0,76393000.0,4584000.0,667573000.0,6601086000.0,0.09227305478202384,0.009331646338193443,,,8.888186011117885,0.8063435131491106,0.01157279271925862,True,High Risk
0001558370-24-002166,861884,"RELIANCE, INC.",US,AZ,SCOTTSDALE,2024-02-29 15:16:00.0,10-K,20231231.0,2023.0,FY,412400000.0,1565700000.0,118500000.0,,48100000.0,1671300000.0,,14093300000.0,,7087400000.0,10480300000.0,,,,3.796556741028128,0.4787228038490843,,1.3447420398271042,True,High Risk
0001558370-24-002174,1368265,CLEAN ENERGY FUELS CORP.,US,CA,NEWPORT BEACH,2024-02-29 15:52:00.0,10-K,20231231.0,2023.0,FY,44435000.0,98426000.0,91534000.0,1553668000.0,500000.0,41298000.0,-93146000.0,200000.0,3000000.0,440613000.0,47127000.0,-0.21140093460701342,-1.9764890614721922,-34.60104011887073,2.215055699336109,-0.8930421934895248,-465.73,0.004243851719820909,True,High Risk
0001558370-24-002178,1093691,PLUG POWER INC,US,NY,LATHAM,2024-02-29 16:02:00.0,10-K,20231231.0,2023.0,FY,257828000.0,243811000.0,156430000.0,,21195000.0,-828623000.0,-459965000.0,751421000.0,7259000.0,9550000.0,4902738000.0,-48.163874345549736,-0.0938179849708469,-0.09902560006544799,0.9456342988348821,512.3757068062828,-0.612126890251936,0.15326558343521518,True,High Risk
0001558370-24-002181,1649904,"RHYTHM PHARMACEUTICALS, INC.",US,MA,BOSTON,2024-02-29 16:06:00.0,10-K,20231231.0,2023.0,FY,4885000.0,14867000.0,48262000.0,,342000.0,-136157000.0,-69612000.0,,5998000.0,625762000.0,332745000.0,-0.11124357183721606,-0.2092052472614164,-0.21232233270298298,3.0433981576253837,-0.46825630191670314,,,True,High Risk
0001558370-24-002182,1591670,FARMLAND PARTNERS INC.,US,CO,DENVER,2024-02-29 16:06:00.0,10-K,20231231.0,2023.0,FY,,,,577253000.0,100000.0,12887000.0,30913000.0,21823000.0,1900000.0,,1022002000.0,,0.030247494623298194,,,,1.416533015625716,0.02135318717575895,True,High Risk
0001558370-24-002185,1438423,EVERSPIN TECHNOLOGIES INC,US,AZ,CHANDLER,2024-02-29 16:13:00.0,10-K,20231231.0,2023.0,FY,2916000.0,11554000.0,4336000.0,185364000.0,,13128000.0,6129000.0,,,27238000.0,67303000.0,0.22501652103678685,0.09106577715703609,0.09519002283069564,3.9622770919067216,1.4709229752551582,,,True,High Risk
0001558370-24-002188,1722964,"Y-MABS THERAPEUTICS, INC.",US,NY,NEW YORK,2024-02-29 16:16:00.0,10-K,20231231.0,2023.0,FY,6060000.0,22454000.0,13166000.0,,,-75921000.0,-21427000.0,,13757000.0,4000.0,141456000.0,-5356.75,-0.15147466349960412,-0.15825430588791398,3.705280528052805,35363.0,,,True,High Risk
0001558370-24-002190,1865187,"ARIS WATER SOLUTIONS, INC.",US,TX,HOUSTON,2024-02-29 16:16:00.0,10-K,20231231.0,2023.0,FY,894000.0,20200000.0,,,36700000.0,58812000.0,18888000.0,,100000.0,323904000.0,1303366000.0,0.05831357439241257,0.014491708391963577,0.014501655313895424,22.595078299776286,3.0239268425212407,,,True,High Risk
0001558370-24-002192,1806837,"VERTEX, INC.",US,PA,KING OF PRUSSIA,2024-02-29 16:31:00.0,10-K,20231231.0,2023.0,FY,23596000.0,141752000.0,44735000.0,,253000.0,63848000.0,-13093000.0,,19729000.0,229725000.0,759927000.0,-0.05699423223419306,-0.017229286497255657,-0.01778140537339865,6.007458891337515,2.3079856349983676,,,True,High Risk
0001558370-24-002196,1070081,"PTC THERAPEUTICS, INC.",US,NJ,SOUTH PLAINFIELD,2024-02-29 16:37:00.0,10-K,20231231.0,2023.0,FY,6045000.0,,,,1498000.0,-158418000.0,-523901000.0,,54464000.0,-818555000.0,312736000.0,0.6400315189571868,-1.6752180753095263,-1.7082372811722548,,-1.3820586277036975,,,True,High Risk
0001558370-24-002199,1746109,BANK FIRST CORP,US,WI,MANITOWOC,2024-02-29 16:41:00.0,10-K,20231231.0,2023.0,FY,,,,,6324000.0,52945000.0,45444000.0,,2142000.0,-8746000.0,3660432000.0,-5.195975302995655,0.01241492807406339,,,-419.526412074091,,,True,High Risk
0001558370-24-002201,82020,UNITED STATES LIME & MINERALS INC,US,TX,DALLAS,2024-02-29 16:45:00.0,10-K,20231231.0,2023.0,FY,7404000.0,33592000.0,8505000.0,37820000.0,,92259000.0,37045000.0,,2039000.0,-55117000.0,138788000.0,-0.6721156811872925,0.26691788915468195,0.281959751567923,4.537007023230686,-3.5180615780975018,,,True,High Risk
0001558370-24-002205,1503274,QUANTERIX CORP,US,MA,BILLERICA,2024-02-29 16:58:00.0,10-K,20231231.0,2023.0,FY,5048000.0,25414000.0,,783142000.0,2000000.0,-47907000.0,-96700000.0,1300000.0,15442000.0,-2623000.0,425011000.0,36.866183759054515,-0.22752352292058323,-0.2302583799048964,5.034469096671949,-163.0324056423942,-74.38461538461539,0.003058744361910633,True,High Risk
0001558370-24-002207,1013880,"TTEC HOLDINGS, INC.",US,CO,GREENWOOD VILLAGE,2024-02-29 17:00:00.0,10-K,20231231.0,2023.0,FY,96577000.0,36466000.0,32217000.0,,3899000.0,137048000.0,103240000.0,,,,1370110000.0,,0.07535161410397705,0.08106582240114704,0.37758472514159686,,,,True,High Risk
0001558370-24-002208,906465,QCR HOLDINGS INC,US,IL,MOLINE,2024-02-29 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,,2938000.0,88218000.0,113558000.0,,1864000.0,-937000.0,2281296000.0,-121.1931696905016,0.049777845575497436,,,-2435.6808964781217,,,True,High Risk
0001558370-24-002209,1415404,ECHOSTAR CORP,US,CO,ENGLEWOOD,2024-02-29 17:01:00.0,10-K,20231231.0,2023.0,FY,1704000.0,1247000.0,,8301979000.0,4000000.0,2432647000.0,,7933000.0,18213000.0,21487641000.0,58748281000.0,,,,0.7318075117370892,1.7340498196149126,,0.00013503373826376298,True,High Risk
0001559720-24-000006,1559720,"AIRBNB, INC.",US,CA,SAN FRANCISCO,2024-02-16 16:02:00.0,10-K,20231231.0,2023.0,FY,137000000.0,,384000000.0,,24000000.0,3430000000.0,4792000000.0,,930000000.0,4775000000.0,16038000000.0,1.0035602094240839,0.29879037286444693,0.30136469404439975,,2.358743455497382,,,True,High Risk
0001560327-24-000021,1560327,"RAPID7, INC.",US,MA,BOSTON,2024-02-26 16:16:00.0,10-K,20231231.0,2023.0,FY,10255000.0,,84489000.0,,21200000.0,78204000.0,-146334000.0,,10700000.0,-120074000.0,1358991000.0,1.218698469277279,-0.10767841729636178,-0.10849714102685774,,-12.317945600213202,,,True,High Risk
0001561550-24-000009,1561550,"DATADOG, INC.",US,NY,NEW YORK,2024-02-23 08:36:00.0,10-K,20231231.0,2023.0,FY,23474000.0,509279000.0,,1625190000.0,7600000.0,418407000.0,-20745000.0,,22195000.0,3000.0,3936072000.0,-6915.0,-0.005270482857020908,-0.005302103615040441,21.69545028542217,1312023.0,,,True,High Risk
0001561680-24-000017,1561680,"TRI POINTE HOMES, INC.",US,NV,INCLINE VILLAGE,2024-02-22 16:09:00.0,10-K,20231231.0,2023.0,FY,,,,0.0,,444276000.0,576060000.0,48416000.0,20941000.0,131824000.0,947200000.0,4.3699174657118585,0.6081714527027027,,,6.1853380264595215,11.898132848645076,0.05111486486486486,True,High Risk
0001561894-24-000009,1561894,"HANNON ARMSTRONG SUSTAINABLE INFRASTRUCTURE CAPITAL, INC.",US,MD,ANNAPOLIS,2024-02-16 16:20:00.0,10-K,20231231.0,2023.0,FY,,,,2381510000.0,,99689000.0,148800000.0,744000000.0,,,632000000.0,,0.23544303797468355,,,,0.2,1.1772151898734178,True,High Risk
0001562088-24-000050,1562088,"DUOLINGO, INC.",US,PA,PITTSBURGH,2024-02-28 18:15:00.0,10-K,20231231.0,2023.0,FY,1177000.0,88975000.0,21970000.0,,,153614000.0,-60135000.0,,210000.0,513056000.0,953957000.0,-0.11720942743092372,-0.0630374325048194,-0.063115304687336,75.5947323704333,0.8593623308176885,,,True,High Risk
0001562401-24-000021,1562401,AMERICAN HOMES 4 RENT,US,NV,LAS VEGAS,2024-02-23 14:58:00.0,10-K,20231231.0,2023.0,FY,,,,,,595200000.0,,,27308000.0,6967524000.0,12175059000.0,,,,,0.7474010853783927,,,True,High Risk
0001562528-24-000008,1562528,"FRANKLIN BSP REALTY TRUST, INC.",US,NY,NEW YORK,2024-02-26 16:36:00.0,10-K,20231231.0,2023.0,FY,,,,,,152515000.0,145215000.0,165456000.0,2519000.0,1559114000.0,5372371000.0,0.09313943688530794,0.027029964981941865,,,2.445784593044511,0.8776653611836379,0.03079757522330457,True,High Risk
0001562762-24-000023,1058090,CHIPOTLE MEXICAN GRILL INC,US,CA,NEWPORT BEACH,2024-02-07 18:24:00.0,10-K,20231231.0,2023.0,FY,197646000.0,106880000.0,147539000.0,1829304000.0,,1783477000.0,899101000.0,8558001000.0,7255000.0,3062207000.0,8044362000.0,0.2936120908873894,0.11176784436105686,0.11458309437986541,0.5407648017161997,1.6269817814406407,0.10505969793646905,1.0638508063162746,True,High Risk
0001562762-24-000028,1770561,CORONADO GLOBAL RESOURCES INC.,US,WV,BECKLEY,2024-02-20 07:21:00.0,10-K,20231231.0,2023.0,FY,61780000.0,152900000.0,343691000.0,1092282000.0,200000.0,926643000.0,156065000.0,1681522000.0,,,2549927000.0,,0.06120371289060432,0.06272338410873635,2.4749109744253803,,0.0928117503071622,0.6594392702222456,True,High Risk
0001562762-24-000032,1237831,GLOBUS MEDICAL INC,US,PA,AUDUBON,2024-02-20 18:32:00.0,10-K,20231231.0,2023.0,FY,56671000.0,213247000.0,92169000.0,,51032000.0,178468000.0,149191000.0,926703000.0,32810000.0,-10192000.0,5086083000.0,-14.63804945054945,0.0293331823330449,0.029663706214563452,3.7628946021774805,-500.0269819466248,0.16099116977068165,0.18220367225623332,True,High Risk
0001562762-24-000034,20520,"FRONTIER COMMUNICATIONS PARENT, INC.",US,TX,DALLAS,2024-02-23 16:15:00.0,10-K,20231231.0,2023.0,FY,1200000000.0,438000000.0,,4198000000.0,321000000.0,1451000000.0,414000000.0,5751000000.0,34000000.0,5134000000.0,-824000000.0,0.0806388780677834,-0.5024271844660194,-0.20454545454545456,0.365,-1.160498636540709,0.07198748043818466,-6.979368932038835,True,High Risk
0001562762-24-000038,1973266,"TKO GROUP HOLDINGS, INC.",US,NY,NEW YORK,2024-02-27 16:39:00.0,10-K,20231231.0,2023.0,FY,16842000.0,135436000.0,108189000.0,4244537000.0,129300000.0,468381000.0,-35227000.0,25501000.0,23744000.0,4108980000.0,3580730000.0,-0.008573173877702008,-0.009837938074079866,-0.009884429589257575,8.041562759767249,-0.12855988590842496,-1.381396807968315,0.0071217321607605156,True,High Risk
0001562762-24-000041,1727263,"FRONTDOOR, INC.",US,TN,MEMPHIS,2024-02-28 16:19:00.0,10-K,20231231.0,2023.0,FY,8000000.0,5000000.0,,,4000000.0,142000000.0,171000000.0,1780000000.0,25000000.0,117000000.0,1089000000.0,1.4615384615384615,0.15702479338842976,0.15818686401480112,0.625,8.307692307692308,0.09606741573033707,1.6345270890725436,True,High Risk
0001562762-24-000045,19584,CHEMED CORP,US,OH,CINCINNATI,2024-02-29 09:41:00.0,10-K,20231231.0,2023.0,FY,64034000.0,139408000.0,,1149899000.0,10100000.0,308597000.0,-67948000.0,2134963000.0,33613000.0,37184000.0,1668095000.0,-1.8273450946643717,-0.040733891055365554,-0.0423599850629122,2.1770934191210918,43.86055830464716,-0.03182631268082866,1.279880942032678,True,High Risk
0001562762-24-000047,78128,"ESSENTIAL UTILITIES, INC.",US,PA,BRYN MAWR,2024-02-29 11:08:00.0,10-K,20231231.0,2023.0,FY,1418574000.0,144300000.0,24462000.0,3793262000.0,,-179556000.0,465237000.0,61698000.0,7150000.0,5377386000.0,397820000.0,0.08651731529036599,1.169466090191544,-0.4557777877921615,0.101721869990568,-0.9260198170635323,7.540552367985996,0.1550902418179076,True,High Risk
0001562762-24-000049,1295401,"BANCORP, INC.",US,DE,WILMINGTON,2024-02-29 16:03:00.0,10-K,20231231.0,2023.0,FY,,,,299279000.0,1600000.0,-6649000.0,110653000.0,,7600000.0,-19968000.0,35638000.0,-5.541516426282051,3.10491610079129,,,-2.784755608974359,,,True,High Risk
0001563190-24-000039,1563190,"COMPASS, INC.",US,NY,NEW YORK,2024-02-28 06:58:00.0,10-K,20231231.0,2023.0,FY,28100000.0,36600000.0,,2946500000.0,32900000.0,-291700000.0,-601500000.0,6018000000.0,1300000.0,428700000.0,1533100000.0,-1.4030790762771168,-0.3923423129606679,-0.3996677740863787,1.302491103202847,2.576160485187777,-0.09995014955134596,3.9253799491226924,True,High Risk
0001564408-24-000019,1564408,SNAP INC,US,CA,SANTA MONICA,2024-02-06 19:43:00.0,10-K,20231231.0,2023.0,FY,181774000.0,1183092000.0,987340000.0,,63200000.0,292880000.0,-1203614000.0,,1092135000.0,2414112000.0,7967758000.0,-0.4985742169377394,-0.1510605618293126,-0.15458726860985073,6.508587586783588,2.300492272106679,,,True,High Risk
0001564618-24-000025,1564618,"INDEPENDENT BANK GROUP, INC.",US,TX,MCKINNEY,2024-02-20 17:04:00.0,10-K,20231231.0,2023.0,FY,,,,,12439000.0,195151000.0,196291000.0,,8984000.0,2385383000.0,18258414000.0,0.08228909152115195,0.010750714711584479,,,6.654290317320112,,,True,High Risk
0001564708-24-000070,1564708,NEWS CORP,US,NY,NEW YORK,2024-02-08 06:57:00.0,10-Q,20231231.0,2024.0,Q2,440000000.0,1516000000.0,1095000000.0,11334000000.0,,305000000.0,156000000.0,2521000000.0,,8182000000.0,3073000000.0,0.01906624297237839,0.05076472502440612,0.059248006076718575,3.4454545454545453,-0.6244194573453923,0.06188020626735422,0.8203709729905629,False,Low Risk
0001567683-24-000007,1567683,"CLEARWAY ENERGY, INC.",US,NJ,PRINCETON,2024-02-22 16:38:00.0,10-K,20231231.0,2023.0,FY,55000000.0,2000000.0,,,174000000.0,-2000000.0,56000000.0,441000000.0,,,195000000.0,,0.28717948717948716,0.4,0.03636363636363636,,0.12698412698412698,2.2615384615384615,True,High Risk
0001568651-24-000006,1568651,"OSCAR HEALTH, INC.",US,NY,NEW YORK,2024-02-15 16:07:00.0,10-K,20231231.0,2023.0,FY,,,,,,-181745000.0,-270728000.0,5862869000.0,90000000.0,890384000.0,125709000.0,-0.3040575751585833,-2.1536087312762016,,,-0.8588148484249493,-0.04617670973033851,46.63841888806689,True,High Risk
0001569187-24-000012,1569187,"ARMADA HOFFLER PROPERTIES, INC.",US,VA,VIRGINIA BEACH,2024-02-28 18:03:00.0,10-K,20231231.0,2023.0,FY,,,,587884000.0,138000.0,93314000.0,8287000.0,302533000.0,738000.0,572622000.0,2562898000.0,0.014472025175421134,0.0032334490096757656,,,3.4757239505293196,0.027392053098339687,0.11804332439293332,True,High Risk
0001571283-24-000007,1571283,"REXFORD INDUSTRIAL REALTY, INC.",US,CA,LOS ANGELES,2024-02-09 21:49:00.0,10-K,20231231.0,2023.0,FY,,,,6646867000.0,164000.0,327695000.0,167584000.0,797826000.0,28426000.0,6556938000.0,10929829000.0,0.025558271254051815,0.01533271929505942,,,0.6669105304945693,0.21005081308455728,0.07299528656852729,True,High Risk
0001571949-24-000007,1571949,"INTERCONTINENTAL EXCHANGE, INC.",US,GA,ATLANTA,2024-02-08 08:32:00.0,10-K,20231231.0,2023.0,FY,,1366000000.0,,,749000000.0,3542000000.0,4058000000.0,,18000000.0,25717000000.0,194338000000.0,0.15779445502974687,0.020881145221212528,,,6.556791227592643,,,True,High Risk
0001573516-24-000007,1573516,MURPHY USA INC.,US,AR,EL DORADO,2024-02-15 20:12:00.0,10-K,20231231.0,2023.0,FY,,336700000.0,,,,994700000.0,396900000.0,600000.0,14400000.0,508100000.0,478800000.0,0.7811454438102736,0.8289473684210527,,,-0.05766581381617792,661.5,0.0012531328320802004,True,High Risk
0001574540-24-000041,1574540,PHYSICIANS REALTY TRUST,US,WI,MILWAUKEE,2024-02-22 16:11:00.0,10-K,20231231.0,2023.0,FY,,,,3821718000.0,34570000.0,246774000.0,,2700000.0,,2763527000.0,5155621000.0,,,,,0.8655945825750934,,0.0005237002487188256,True,High Risk
0001575965-24-000005,1575965,"GAMING & LEISURE PROPERTIES, INC.",US,PA,WYOMISSING,2024-02-27 16:42:00.0,10-K,20231231.0,2023.0,FY,,,,6052109000.0,,803778000.0,534047000.0,1216351000.0,14400000.0,3777958000.0,11806658000.0,0.14135863871435309,0.045232698363923136,,,2.12514273583772,0.439056653877047,0.10302246410457556,True,High Risk
0001576018-24-000018,1576018,SIRIUSPOINT LTD,US,NY,NEW YORK,2024-02-29 16:19:00.0,10-K,20231231.0,2023.0,FY,,,,,8100000.0,1600000.0,354800000.0,-323200000.0,21400000.0,2074700000.0,150900000.0,0.17101267653154673,2.351225977468522,,,-0.9272665927603991,-1.0977722772277227,-2.1418157720344597,True,High Risk
0001576280-24-000043,1576280,"GUARDANT HEALTH, INC.",US,CA,PALO ALTO,2024-02-22 17:24:00.0,10-K,20231231.0,2023.0,FY,68911000.0,97256000.0,187952000.0,,2700000.0,-324975000.0,-654588000.0,449538000.0,1851000.0,158684000.0,1609985000.0,-4.125103980237453,-0.40658018552967884,-0.4247609134927979,1.4113276545108908,9.145855914900054,-1.4561349652309705,0.27921875048525296,True,High Risk
0001576940-24-000005,1576940,"CENTURY COMMUNITIES, INC.",US,CO,GREENWOOD VILLAGE,2024-02-02 19:59:00.0,10-K,20231231.0,2023.0,FY,,,,584803000.0,,41628000.0,498504000.0,1022523000.0,36800000.0,1280705000.0,503249000.0,0.3892418628802105,0.9905712679011781,,,-0.6070531465091492,0.4875235080286703,2.031843083642491,True,High Risk
0001577670-24-000006,1577670,LADDER CAPITAL CORP,US,NY,NEW YORK,2024-02-12 09:29:00.0,10-K,20231231.0,2023.0,FY,,,,1756750000.0,305000.0,180604000.0,,,18577000.0,1533346000.0,914027000.0,,,,,-0.4039003590839902,,,True,High Risk
0001577916-24-000003,1577916,"PREMIER, INC.",US,NC,CHARLOTTE,2024-02-06 16:12:00.0,10-Q,20231231.0,2024.0,Q2,54252000.0,115295000.0,50946000.0,,13047000.0,35380000.0,,,8378000.0,,-4000.0,,,,2.125175108751751,,,,True,High Risk
0001578732-24-000009,1578732,"MARCUS & MILLICHAP, INC.",US,CA,CALABASAS,2024-02-27 16:27:00.0,10-K,20231231.0,2023.0,FY,,,,131541000.0,4700000.0,-72430000.0,104225000.0,,146000.0,131541000.0,878411000.0,0.792338510426407,0.11865174730280018,,,5.677849491793433,,,True,High Risk
0001579684-24-000008,1579684,"GANNETT CO., INC.",US,VA,MCLEAN,2024-02-22 10:46:00.0,10-K,20231231.0,2023.0,FY,142215000.0,289415000.0,,1409578000.0,90000000.0,40776000.0,-27791000.0,,18400000.0,59998000.0,2393555000.0,-0.4631987732924431,-0.011610763069994213,-0.012344203896346176,2.0350525612628765,38.89391313043768,,,True,High Risk
0001579877-24-000015,1579877,OUTFRONT MEDIA INC.,US,NY,NEW YORK,2024-02-22 16:04:00.0,10-K,20231231.0,2023.0,FY,65400000.0,315500000.0,,,73300000.0,254200000.0,35600000.0,1463900000.0,28400000.0,-18000000.0,5297200000.0,-1.9777777777777779,0.006720531601600846,0.006804541458006804,4.824159021406728,-295.2888888888889,0.024318600997335883,0.2763535452691988,True,High Risk
0001580670-24-000012,1580670,"LGI HOMES, INC.",US,TX,THE WOODLANDS,2024-02-20 17:02:00.0,10-K,20231231.0,2023.0,FY,,,,,,-370451000.0,326567000.0,1252782000.0,900000.0,,3407851000.0,,0.09582783989088725,,,,0.26067344518040647,0.367616424544383,True,High Risk
0001580808-24-000049,1580808,"A10 NETWORKS, INC.",US,CA,SAN JOSE,2024-02-29 17:14:00.0,10-K,20231231.0,2023.0,FY,6725000.0,72928000.0,21388000.0,,900000.0,50097000.0,46908000.0,,,55677000.0,369105000.0,0.842502289994073,0.12708578859674077,0.12944422981400738,10.844312267657992,5.629398135675413,,,True,High Risk
0001580905-24-000008,1580905,"INSTALLED BUILDING PRODUCTS, INC.",US,OH,COLUMBUS,2024-02-22 16:47:00.0,10-K,20231231.0,2023.0,FY,149200000.0,397200000.0,,228800000.0,43800000.0,277900000.0,118800000.0,,700000.0,416800000.0,1778900000.0,0.28502879078694815,0.06678284333014785,0.07289685218138307,2.6621983914209117,3.2679942418426102,,,True,High Risk
0001581068-24-000007,1581068,BRIXMOR PROPERTY GROUP INC.,US,NY,NEW YORK,2024-02-12 16:11:00.0,10-K,20231231.0,2023.0,FY,,,,3299496000.0,15200000.0,552239000.0,,,,,8332716000.0,,,,,,,,True,High Risk
0001581760-24-000006,1581760,"LIFE360, INC.",US,CA,SAN MATEO,2024-02-29 16:07:00.0,10-K,20231231.0,2023.0,FY,5896000.0,42180000.0,,,400000.0,-12153000.0,-33557000.0,,3834000.0,247064000.0,339630000.0,-0.13582310656348154,-0.09880458145629067,-0.10055013873324264,7.154002713704206,0.3746640546579024,,,True,High Risk
0001581990-24-000008,1581990,PLAINS GP HOLDINGS LP,US,TX,HOUSTON,2024-02-28 21:40:00.0,10-K,20231231.0,2023.0,FY,,,,,308000000.0,2404000000.0,198000000.0,1394000000.0,51000000.0,,29207000000.0,,0.006779196767898107,,,,0.14203730272596843,0.047728284315403845,True,High Risk
0001582961-24-000031,1582961,"DIGITALOCEAN HOLDINGS, INC.",US,NY,NEW YORK,2024-02-21 16:11:00.0,10-K,20231231.0,2023.0,FY,21138000.0,53833000.0,33987000.0,,6301000.0,234942000.0,-19503000.0,,0.0,263957000.0,1460967000.0,-0.0738870346306406,-0.013349377501339866,-0.01354535851132322,2.546740467404674,4.534867421587607,,,True,High Risk
0001584207-24-000005,1584207,"ONEMAIN HOLDINGS, INC.",US,IN,EVANSVILLE,2024-02-13 16:41:00.0,10-K,20231231.0,2023.0,FY,,,,1933000000.0,13000000.0,2387000000.0,1314000000.0,,54000000.0,1933000000.0,20491000000.0,0.6797723745473357,0.06412571372797814,,,9.600620796689084,,,True,High Risk
0001584425-24-000014,1584425,TRICON RESIDENTIAL INC.,CA,ON,TORONTO,2024-02-27 17:09:00.0,40-F,20231231.0,2023.0,FY,,,,,,,,,,,0.0,,,,,,,,True,High Risk
0001584509-24-000047,1584509,ARAMARK,US,PA,PHILADELPHIA,2024-02-06 16:13:00.0,10-Q,20231231.0,2024.0,Q1,1271859000.0,,934191000.0,3825620000.0,23900000.0,,74151000.0,,1900000.0,-83491000.0,16871241000.0,-0.8881316549089123,0.0043951123690308255,0.004753457540817963,,-203.0725706962427,,,True,High Risk
0001585689-24-000027,1585689,HILTON WORLDWIDE HOLDINGS INC.,US,VA,MCLEAN,2024-02-07 10:10:00.0,10-K,20231231.0,2023.0,FY,457000000.0,17000000.0,,,47000000.0,1946000000.0,1255000000.0,7986000000.0,,10552000000.0,15512000000.0,0.11893479909021987,0.08090510572460032,0.0833610096313517,0.037199124726477024,0.4700530705079606,0.15715001252191335,0.5148272305312016,True,High Risk
