adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Accumulated Depreciation/Amortization,Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category
0001628280-22-004299,1806201,OPEN LENDING CORP,US,TX,AUSTIN,2022-02-28 17:27:00.0,10-K,20211231.0,2021.0,FY,1285000.0,6525000.0,3984000.0,,,,41762000.0,-97564000.0,,100000.0,-133792000.0,294009000.0,0.7292214781152834,-0.3318401817631433,-0.33329689400254164,5.0778210116731515,-3.1975080722315234,,,True,High Risk
0001628280-22-004301,1102112,PACWEST BANCORP,US,CA,BREA,2022-02-28 17:29:00.0,10-K,20211231.0,2021.0,FY,,,,,,12734000.0,582660000.0,606959000.0,272276000.0,23700000.0,-74985000.0,4400000000.0,-8.094405547776223,0.13794522727272726,,,-59.67840234713609,2.229204924414932,0.06188090909090909,True,High Risk
0001628908-22-000027,1628908,"EVOLENT HEALTH, INC.",US,VA,ARLINGTON,2022-02-23 17:57:00.0,10-K,20211231.0,2021.0,FY,31975000.0,124064000.0,73242000.0,,,600000.0,38747000.0,,0.0,16711000.0,693633000.0,1419458000.0,,,,3.880031274433151,1.0464107099864048,,0.0,True,High Risk
0001631569-22-000015,1631569,COMMUNITY HEALTHCARE TRUST INC,US,TN,FRANKLIN,2022-02-15 16:44:00.0,10-K,20211231.0,2021.0,FY,,,,,595624000.0,9400000.0,32362000.0,22492000.0,90579000.0,3800000.0,0.0,754233000.0,,0.029821023476830105,,,,0.24831362677883395,0.12009418840066664,True,High Risk
0001631596-22-000012,1631596,KKR REAL ESTATE FINANCE TRUST INC.,US,NY,NEW YORK,2022-02-08 16:39:00.0,10-K,20211231.0,2021.0,FY,,,,,,,124793000.0,,,5700000.0,1043554000.0,4929216000.0,,,,,3.7234891534122814,,,True,High Risk
0001632790-22-000032,1632790,"ENERGIZER HOLDINGS, INC.",US,MO,SAINT LOUIS,2022-02-07 14:36:00.0,10-Q,20211231.0,2020.0,Q3,454800000.0,292900000.0,,,832000000.0,15500000.0,76300000.0,5300000.0,,,409400000.0,5007500000.0,0.012945774303859306,0.0010584123814278582,0.0011641443538998836,0.6440193491644679,11.231314118221787,,,True,High Risk
0001633917-22-000027,1633917,"PAYPAL HOLDINGS, INC.",US,CA,SAN JOSE,2022-02-03 16:56:00.0,10-K,20211231.0,2021.0,FY,197000000.0,577000000.0,2648000000.0,,,443000000.0,4071000000.0,4202000000.0,1969000000.0,263000000.0,20019000000.0,70379000000.0,0.20990059443528647,0.05970530982253229,0.059872901883673876,2.9289340101522843,2.515610170338179,2.1340782122905027,0.027977095440401258,True,High Risk
0001634997-22-000013,1634997,"AVANGRID, INC.",US,CT,ORANGE,2022-02-23 16:06:00.0,10-K,20211231.0,2021.0,FY,,1269000000.0,,,13665000000.0,15000000.0,1588000000.0,581000000.0,14000000.0,14000000.0,19076000000.0,37823000000.0,0.030457118892849654,0.015361023715728525,,,0.9827531977353743,41.5,0.000370145149776591,True,High Risk
0001635650-22-000008,1635650,GREEN PLAINS PARTNERS LP,US,NE,OMAHA,2022-02-18 12:01:00.0,10-K,20211231.0,2021.0,FY,3792000.0,432000.0,4264000.0,,,,47789000.0,40362000.0,82387000.0,319000.0,,105320000.0,,0.38323205469046717,0.3975455046883618,0.11392405063291139,,0.48990738830155245,0.7822540827952905,True,High Risk
0001636050-22-000024,1636050,SIO GENE THERAPIES INC.,US,NY,NEW YORK,2022-02-11 07:01:00.0,10-Q,20211231.0,2022.0,Q3,6611000.0,,7762000.0,,925558000.0,,-42524000.0,-21237000.0,,400000.0,-824176000.0,93306000.0,0.025767554502921706,-0.22760594174008103,-0.24496222388834418,,-1.1132112558482654,,,True,High Risk
0001636222-22-000008,1636222,WINGSTOP INC.,US,TX,ADDISON,2022-02-16 16:39:00.0,10-K,20211231.0,2021.0,FY,5414000.0,4929000.0,,,,2300000.0,38583000.0,23306000.0,81529000.0,7000000.0,1036000.0,211565000.0,22.496138996138995,0.1101599981093281,0.11305305334439318,0.9104174362763207,203.21332046332046,0.28586147260484,0.38536147283340816,True,High Risk
0001636519-22-000003,1636519,MADISON SQUARE GARDEN SPORTS CORP.,US,NY,NEW YORK,2022-02-03 16:09:00.0,10-Q,20211231.0,2022.0,Q2,3009000.0,74197000.0,,,6460000.0,265000.0,-21633000.0,-69042000.0,308375000.0,7354000.0,-212090000.0,1309939000.0,0.32553161393747937,-0.052706271055369756,-0.05282761892373731,24.65835825855766,-7.176335517940497,-0.2238897446291042,0.23541172527881069,True,High Risk
0001637459-22-000018,1637459,KRAFT HEINZ CO,US,PA,PITTSBURGH,2022-02-17 16:23:00.0,10-K,20211231.0,2021.0,FY,,1957000000.0,,,,264000000.0,3552000000.0,1012000000.0,,46000000.0,364000000.0,93394000000.0,2.78021978021978,0.010835813863845644,,,255.57692307692307,,,True,High Risk
0001637757-22-000004,1637757,CLEARWAY ENERGY LLC,US,NJ,PRINCETON,2022-02-25 19:06:00.0,10-K,20211231.0,2021.0,FY,74000000.0,144000000.0,,,,73000000.0,701000000.0,109000000.0,53000000.0,,148000000.0,2575000000.0,0.7364864864864865,0.04233009708737864,0.04358256697321072,1.945945945945946,16.39864864864865,2.056603773584906,0.02058252427184466,True,High Risk
0001639825-22-000013,1639825,"PELOTON INTERACTIVE, INC.",US,NY,NEW YORK,2022-02-08 16:17:00.0,10-Q,20211231.0,2022.0,Q2,,94700000.0,,,,,-1007600000.0,-815300000.0,,2200000.0,-561000000.0,4485600000.0,1.4532976827094475,-0.18175940788300338,,,-8.99572192513369,,,True,High Risk
0001640334-22-000315,1620749,PANAMERA HOLDINGS CORP,US,OK,EDMOND,2022-02-14 21:52:00.0,10-K,20210731.0,2021.0,FY,13514.0,,,,,,-99364.0,0.0,,,145750.0,2232.0,0.0,0.0,-0.0,,-0.9846861063464837,,,True,High Risk
0001640334-22-000341,1620749,PANAMERA HOLDINGS CORP,US,OK,EDMOND,2022-02-15 17:01:00.0,10-Q,20211031.0,2022.0,Q1,,,,,,,-3874.0,0.0,,,145750.0,10.0,0.0,0.0,,,-0.9999313893653516,,,True,High Risk
0001640334-22-000354,1492617,"PAN GLOBAL, CORP.",US,NV,CARSON CITY,2022-02-18 10:05:00.0,10-Q,20211231.0,2022.0,Q1,,,,,2519102.0,,,-38265.0,0.0,2369070.0,-22669.0,0.0,1.687988001235167,,,,-1.0,,,True,High Risk
0001640334-22-000376,1655971,"GLACIER WORLDWIDE, INC.",US,FL,CORAL SPRINGS,2022-02-23 13:17:00.0,10-Q,20200930.0,2021.0,Q1,,,,,,,-10665.0,-13544.0,0.0,,78000.0,6.0,-0.17364102564102565,-2257.3333333333335,,,-0.9999230769230769,,0.0,True,High Risk
0001641991-22-000015,1641991,"SPX FLOW, INC.",US,NC,CHARLOTTE,2022-02-16 17:25:00.0,10-K,20211231.0,2021.0,FY,173800000.0,232600000.0,183400000.0,,,17900000.0,70600000.0,5900000.0,,0.0,1061400000.0,781300000.0,0.005558696061805163,0.007551516702931012,0.009711934156378601,1.338319907940161,-0.2638967401545129,,,True,High Risk
0001642081-22-000007,1642081,"ALLEGIANCE BANCSHARES, INC.",US,TX,HOUSTON,2022-02-25 15:47:00.0,10-K,20211231.0,2021.0,FY,,,,,,3296000.0,66564000.0,45534000.0,,176000.0,20524000.0,886201000.0,2.2185733775092573,0.0513811200844955,,,42.17876632235431,,,True,High Risk
0001647088-22-000009,1647088,WILLSCOT MOBILE MINI HOLDINGS CORP.,US,AZ,PHOENIX,2022-02-25 11:19:00.0,10-K,20211231.0,2021.0,FY,118271000.0,399887000.0,91381000.0,,,14400000.0,172566000.0,,1894897000.0,900000.0,1996763000.0,5572205000.0,,,,3.381107794810224,1.7906191170409307,,0.34006232721157964,True,High Risk
0001647639-22-000009,1647639,"UPSTART HOLDINGS, INC.",US,CA,SAN MATEO,2022-02-17 19:36:00.0,10-K,20211231.0,2021.0,FY,,,,,,,31582000.0,-466000.0,164189000.0,6251000.0,300252000.0,114720000.0,-0.0015520296284454393,-0.004062064156206416,,,-0.6179209464050198,-0.0028381925707568717,1.4312151324965132,True,High Risk
0001649749-22-000040,1649749,FB FINANCIAL CORP,US,TN,NASHVILLE,2022-02-25 15:28:00.0,10-K,20211231.0,2021.0,FY,,,,,898847000.0,5473000.0,-3486000.0,190285000.0,,,1291289000.0,1463815000.0,0.14736050566526934,0.1299925195465274,,,0.13360758126182443,,,True,High Risk
0001650132-22-000026,1650132,"FOUR CORNERS PROPERTY TRUST, INC.",US,CA,MILL VALLEY,2022-02-22 20:00:00.0,10-K,20211231.0,2021.0,FY,,,,,,9600000.0,91458000.0,72616000.0,155267000.0,,,22788000.0,,3.1865894330349307,,,,0.46768469797188067,6.813542215200983,True,High Risk
0001650729-22-000005,1650729,"SITEONE LANDSCAPE SUPPLY, INC.",US,GA,ROSWELL,2022-02-24 06:09:00.0,10-K,20211231.0,2021.0,FY,172800000.0,292800000.0,82000000.0,,,32300000.0,210800000.0,121300000.0,,4100000.0,400000.0,1695700000.0,303.25,0.07153387981364628,0.07965066649156215,1.6944444444444444,4238.25,,,True,High Risk
0001650962-22-000037,1650962,"WELBILT, INC.",US,FL,NEW PORT RICHEY,2022-02-28 17:30:00.0,10-K,20211231.0,2021.0,FY,130600000.0,220500000.0,,,,1100000.0,15000000.0,-7400000.0,,2000000.0,-41500000.0,2141600000.0,0.1783132530120482,-0.0034553604781471796,-0.0036797613127797116,1.6883614088820826,-52.60481927710843,,,True,High Risk
0001651094-22-000021,1651094,"ELEVATE CREDIT, INC.",US,TX,FORT WORTH,2022-02-25 13:30:00.0,10-K,20211231.0,2021.0,FY,,,,,,120000.0,156159000.0,-32264000.0,,605000.0,163858000.0,710682000.0,-0.19690219580368368,-0.04539864524499002,,,3.3371821943390008,,,True,High Risk
0001652044-22-000019,1652044,ALPHABET INC.,US,CA,MOUNTAIN VIEW,2022-02-01 21:08:00.0,10-K,20211231.0,2021.0,FY,6037000000.0,30930000000.0,28631000000.0,,,795000000.0,65124000000.0,34343000000.0,161857000000.0,15700000000.0,201442000000.0,319616000000.0,0.17048579740074066,0.10745081597917501,0.1095194512387628,5.12340566506543,0.5866403232692289,0.2121811228430034,0.5064108179815779,False,Low Risk
0001653477-22-000008,1653477,INGEVITY CORP,US,SC,NORTH CHARLESTON,2022-02-24 16:18:00.0,10-K,20211231.0,2021.0,FY,104200000.0,,46600000.0,,,0.0,275700000.0,183700000.0,,8400000.0,,2334500000.0,,0.07868922681516384,0.08236560104021881,,,,,True,High Risk
0001653653-22-000004,1653653,"RED ROCK RESORTS, INC.",US,NV,LAS VEGAS,2022-02-25 14:50:00.0,10-K,20211231.0,2021.0,FY,17466000.0,,147109000.0,,,7545000.0,316632000.0,-3351000.0,143916000.0,11000.0,59494000.0,31146000.0,-0.05632500756378794,-0.10759005971874398,-0.2449561403508772,,-0.4764850236998689,-0.023284415909280414,4.620689655172414,True,High Risk
0001654151-22-000003,1654151,"DECIPHERA PHARMACEUTICALS, INC.",US,MA,WALTHAM,2022-02-08 17:03:00.0,10-K,20211231.0,2021.0,FY,13130000.0,13896000.0,,,1297557000.0,,-240824000.0,-192256000.0,,19328000.0,304720000.0,642432000.0,-0.6309267524284589,-0.29926280135485156,-0.30550673603452716,1.0583396801218583,1.1082698871094776,,,True,High Risk
0001654954-22-001388,720875,DYNATRONICS CORP,US,UT,SALT LAKE CITY,2022-02-10 10:44:00.0,10-Q,20211231.0,2022.0,Q2,3737930.0,5591857.0,1485123.0,,,352950.0,2631676.0,2933576.0,10642401.0,,25513525.0,37673738.0,0.11498121094595906,0.07786793017459537,0.08644485494495961,1.495976917705789,0.4766183034292596,0.27564982751542627,0.28248858661171344,False,Low Risk
0001654954-22-001420,889971,LIGHTPATH TECHNOLOGIES INC,US,FL,ORLANDO,2022-02-10 16:01:00.0,10-Q,20211231.0,2021.0,Q2,2249296.0,,1067265.0,,231761146.0,562542.0,1542035.0,-1687388.0,18346517.0,251122.0,-196964858.0,51856713.0,0.008566949541831468,-0.03253943226212583,-0.03401483290291046,,-1.2632790109187904,-0.09197320668549785,0.35379251669885053,True,High Risk
0001654954-22-001424,1644903,"CBDMD, INC.",US,NC,CHARLOTTE,2022-02-10 16:06:00.0,10-Q,20211231.0,2022.0,Q1,2978914.0,,,,,318017.0,-5468475.0,0.0,9701123.0,,177835993.0,124883376.0,0.0,0.0,0.0,,-0.2977609656330932,0.0,0.0776814601808971,True,High Risk
0001654954-22-001491,725363,CEL SCI CORP,US,VA,VIENNA,2022-02-11 16:17:00.0,10-Q,20211231.0,2022.0,Q1,1675813.0,54922.0,859216.0,,,13000.0,-4805946.0,-8782606.0,,,56534226.0,69671739.0,-0.15535024747663478,-0.12605693680187888,-0.12916370901397828,0.03277334642946438,0.23238158421059837,,,True,High Risk
0001654954-22-001572,1540159,"EDESA BIOTECH, INC.",CA,ON,MARKHAM,2022-02-14 09:06:00.0,10-Q,20211231.0,2022.0,Q1,,,,,,,-3010529.0,-2637612.0,,,-205262.0,7300000.0,12.849977102434936,-0.3613167123287671,,,-36.564303183248725,,,True,High Risk
0001654954-22-001595,1815632,"TEGO CYBER, INC.",US,NV,LAS VEGAS,2022-02-14 10:06:00.0,10-Q,20211231.0,2022.0,Q2,,1150.0,,,,,-157464.0,-196746.0,,,728046.0,1383049.0,-0.2702384190009972,-0.14225526355176135,,,0.8996725481631656,,,True,High Risk
0001654954-22-001646,911216,PALATIN TECHNOLOGIES INC,US,NJ,CRANBURY,2022-02-14 17:25:00.0,10-Q,20211231.0,2022.0,Q2,160180.0,1580443.0,5797378.0,,,,-12712413.0,-13932551.0,-163971.0,,67835126.0,52994600.0,-0.20538844432897493,-0.2629051073128206,-0.2637021661257945,9.866668747658883,-0.21877347143130538,84.96960438126254,-0.003094107701539402,True,High Risk
0001654954-22-001704,1074828,"KNOW LABS, INC.",US,WA,SEATTLE,2022-02-15 16:19:00.0,10-Q,20211231.0,2022.0,Q1,,,893137.0,,,,-1907817.0,0.0,,,35168.0,12889491.0,0.0,0.0,,,365.5119142402184,,,True,High Risk
0001654954-22-001768,87802,SCIENTIFIC INDUSTRIES INC,US,NY,BOHEMIA,2022-02-16 17:26:00.0,10-Q,20211231.0,2022.0,Q2,453500.0,1344800.0,633500.0,,26613500.0,,-1217800.0,0.0,4437600.0,,52400.0,29006400.0,0.0,0.0,0.0,2.965380374862183,552.5572519083969,0.0,0.15298692702300182,True,High Risk
0001654954-22-001772,1465470,NATURALSHRIMP INC,US,TX,DALLAS,2022-02-16 19:40:00.0,10-Q,20211231.0,2022.0,Q3,3321164.0,,602368.0,,,390000.0,-12201031.0,-38778923.0,16640.0,,0.0,15216943.0,,-2.548404301705014,-3.2598893271302365,,,-2330.4641225961536,0.0010935179293239121,True,High Risk
0001654954-22-001845,1374567,"LUVU BRANDS, INC.",US,GA,ATLANTA,2022-02-18 15:43:00.0,10-Q,20211231.0,2022.0,Q2,2597000.0,1134000.0,694000.0,,,,396000.0,1794000.0,260000.0,3000.0,6159000.0,10246000.0,0.29128105211885047,0.17509271910989654,0.2345404628055955,0.4366576819407008,0.663581750284137,6.9,0.02537575639273863,True,High Risk
0001654954-22-002094,701288,ATRION CORP,US,TX,ALLEN,2022-02-25 16:31:00.0,10-K,20211231.0,2021.0,FY,7146000.0,,5930000.0,,,119000.0,38798000.0,33055000.0,85682000.0,,342000.0,267264000.0,96.65204678362574,0.12367920857279693,0.12707694200324468,,780.4736842105264,0.38578697976237714,0.32058937978927204,True,High Risk
0001656423-22-000013,1037540,BOSTON PROPERTIES INC,US,MA,BOSTON,2022-02-25 14:39:00.0,10-K,20211231.0,2021.0,FY,,,,,,,1181165000.0,505195000.0,2960562000.0,49700000.0,5996083000.0,5239642000.0,0.08425417059770521,0.09641784686816389,,,-0.12615585874978716,0.17064158764450804,0.5650313513785865,True,High Risk
0001656472-22-000021,1656472,CRONOS GROUP INC.,CA,ON,TORONTO,2022-02-18 07:39:00.0,10-Q/A,20210630.0,2021.0,Q2,,11299000.0,,,,346000.0,-78377000.0,-179074000.0,,2546000.0,1396548000.0,1311248000.0,-0.12822616909694476,-0.13656760582284969,,,-0.06107917522347961,,,True,High Risk
0001656472-22-000023,1656472,CRONOS GROUP INC.,CA,ON,TORONTO,2022-02-18 07:42:00.0,10-Q,20210930.0,2021.0,Q3,,14669000.0,,,,1084000.0,-106543000.0,38096000.0,,7931000.0,1459454000.0,474915000.0,0.026102912459042903,0.08021645978754093,,,-0.6745940605185227,,,True,High Risk
0001656936-22-000007,1656936,MGM GROWTH PROPERTIES LLC,US,NV,LAS VEGAS,2022-02-16 09:05:00.0,10-K,20211231.0,2021.0,FY,,,,,3114331000.0,,679020000.0,90260000.0,394725000.0,,2640237000.0,8900000000.0,0.03418632493976866,0.010141573033707866,,,2.3709095054724254,0.22866552663246564,0.044351123595505616,True,High Risk
0001657853-22-000012,1657853,"HERTZ GLOBAL HOLDINGS, INC",US,FL,ESTERO,2022-02-23 16:13:00.0,10-K,20211231.0,2021.0,FY,,,,,3047000000.0,96000000.0,2907000000.0,-58000000.0,7200000000.0,3000000.0,-42000000.0,14352000000.0,1.380952380952381,-0.004041248606465998,,,-342.7142857142857,-0.008055555555555555,0.5016722408026756,True,High Risk
0001658566-22-000022,1658566,"CENTENNIAL RESOURCE DEVELOPMENT, INC.",US,CO,DENVER,2022-02-24 17:16:00.0,10-K,20211231.0,2021.0,FY,5052000.0,,,,,,171376000.0,15798000.0,,0.0,2603961000.0,3827425000.0,0.006066911140374222,0.004127579247143968,0.00413303463581393,,0.4698472826589953,,,True,High Risk
0001660280-22-000035,1660280,"TENABLE HOLDINGS, INC.",US,MD,COLUMBIA,2022-02-25 16:54:00.0,10-K,20211231.0,2021.0,FY,,136601000.0,,,,2300000.0,96765000.0,-99013000.0,,59573000.0,-565121000.0,690589000.0,0.17520672563928788,-0.143374713469227,,,-2.2220197090534595,,,True,High Risk
0001662252-22-000007,1412659,"REGENICIN, INC.",US,NJ,LITTLE FALLS,2022-02-08 15:29:00.0,10-K/A,20210930.0,2021.0,FY,93674.0,,174438.0,,,,-24107.0,-670602.0,,,10208339.0,4609.0,-0.06569158802426134,-145.49837274896942,7.529354965474654,,-0.999548506373074,,,True,High Risk
0001662252-22-000011,1412659,"REGENICIN, INC.",US,NJ,LITTLE FALLS,2022-02-14 16:25:00.0,10-Q,20211231.0,2021.0,Q1,85000.0,,243161.0,,,,-11193.0,-154125.0,,,157914.0,4609.0,-0.9760059272768722,-33.440008678672164,1.9171922230100384,,-0.9708132274529174,,,True,High Risk
0001663577-22-000107,1304741,CANNAGISTICS INC.,US,NY,HAUPPAUGE,2022-02-22 12:28:00.0,10-K/A,20210731.0,2021.0,FY,,,,,,,-548038.0,-17350353.0,,,93030.0,,-186.50277329893584,,,,,,,True,High Risk
0001664703-22-000034,1664703,BLOOM ENERGY CORP,US,CA,SAN JOSE,2022-02-25 16:27:00.0,10-K,20211231.0,2021.0,FY,58334000.0,96186000.0,,,,,-60681000.0,-157553000.0,785177000.0,44100000.0,-44326000.0,1725571000.0,3.5544150160176873,-0.09130484923541252,-0.09449946228400641,1.64888401275414,-39.92909353426882,-0.20065921441916917,0.4550244527753422,True,High Risk
0001665918-22-000008,1665918,US FOODS HOLDING CORP.,US,IL,ROSEMONT,2022-02-17 16:16:00.0,10-K,20211231.0,2021.0,FY,1218000000.0,1100000000.0,497000000.0,,2901000000.0,51000000.0,0.0,-226000000.0,,3000000.0,0.0,4050000000.0,,-0.05580246913580247,-0.07980225988700565,0.90311986863711,,,,True,High Risk
0001666134-22-000003,1666134,"BLACKLINE, INC.",US,CA,WOODLAND HILLS,2022-02-25 16:08:00.0,10-K,20211231.0,2021.0,FY,7471000.0,111270000.0,,,622768000.0,10479000.0,80093000.0,-38964000.0,,4814000.0,625883000.0,1113505000.0,-0.0622544469173951,-0.03499220928509526,-0.03522857344349269,14.893588542363807,0.7790944952970443,,,True,High Risk
0001666175-22-000019,1666175,FORTIS INC.,CA,NL,ST. JOHN'S,2022-02-11 06:13:00.0,40-F,20211231.0,2021.0,FY,,1102000000.0,,,,131000000.0,2907000000.0,,8935000000.0,74000000.0,-38000000.0,745000000.0,,,,,-20.605263157894736,,11.993288590604028,True,High Risk
0001666700-22-000009,1666700,"DUPONT DE NEMOURS, INC.",US,DE,WILMINGTON,2022-02-11 11:32:00.0,10-K,20211231.0,2021.0,FY,2222000000.0,1850000000.0,1200000000.0,,,701000000.0,4095000000.0,-2951000000.0,,2000000.0,38504000000.0,16000000000.0,-0.07664138790774984,-0.1844375,-0.2141820293221077,0.8325832583258326,-0.584458757531685,,,True,High Risk
0001669162-22-000011,1669162,"KINSALE CAPITAL GROUP, INC.",US,VA,RICHMOND,2022-02-25 16:15:00.0,10-K,20211231.0,2021.0,FY,,,,,291315000.0,,178357000.0,63316000.0,7002000.0,4800000.0,-1256000.0,1546896000.0,-50.410828025477706,0.040930999886223764,,,-1232.6050955414012,9.042559268780348,0.004526484004095945,True,High Risk
0001670076-22-000016,1670076,"FRONTIER GROUP HOLDINGS, INC.",US,CO,DENVER,2022-02-23 17:16:00.0,10-K,20211231.0,2021.0,FY,71000000.0,50000000.0,,,,0.0,216000000.0,-225000000.0,,0.0,310000000.0,3554000000.0,-0.7258064516129032,-0.06330894766460327,-0.06459948320413436,0.704225352112676,10.464516129032258,,,True,High Risk
0001670592-22-000009,1670592,"YETI HOLDINGS, INC.",US,TX,AUSTIN,2022-02-28 16:16:00.0,10-K,20211231.0,2021.0,FY,123621000.0,65417000.0,,,,6400000.0,86893000.0,212602000.0,,40700000.0,842000.0,1096364000.0,252.49643705463183,0.1939155244061279,0.2185592700230174,0.5291738458676115,1301.0950118764845,,,True,High Risk
0001673379-22-000003,727538,APACHE OFFSHORE INVESTMENT PARTNERSHIP,US,TX,HOUSTON,2022-02-22 14:30:00.0,10-K,20211231.0,2021.0,FY,,95590.0,,,,,-572584.0,-656731.0,643195.0,,,8791383.0,,-0.07470167094301318,,,,-1.0210449397150165,0.07316198145388501,True,High Risk
0001673985-22-000010,1673985,ADVANSIX INC.,US,NJ,PARSIPPANY,2022-02-18 16:40:00.0,10-K,20211231.0,2021.0,FY,221234000.0,,49712000.0,,195931000.0,,218849000.0,1836000.0,,1989000.0,-3125000.0,1263407000.0,-0.58752,0.001453213414204607,0.0017617036710795616,,-405.29024,,,True,High Risk
0001674335-22-000028,1674335,"JELD-WEN HOLDING, INC.",US,NC,CHARLOTTE,2022-02-22 08:53:00.0,10-K,20211231.0,2021.0,FY,418774000.0,552041000.0,379289000.0,,,30956000.0,302709000.0,91586000.0,,20200000.0,0.0,510845000.0,,0.1792833442629369,0.9947323261396096,1.3182313133098043,,,,True,High Risk
0001674910-22-000038,1674910,VALVOLINE INC,US,KY,LEXINGTON,2022-02-09 16:31:00.0,10-Q,20211231.0,2022.0,Q1,246000000.0,,291000000.0,,,,79000000.0,87000000.0,,,2000000.0,3191000000.0,43.5,0.027264180507677843,0.029541595925297114,,1594.5,,,True,High Risk
0001677703-22-000015,1677703,CONDUENT INC,US,NJ,FLORHAM PARK,2022-02-23 14:05:00.0,10-K,20211231.0,2021.0,FY,182000000.0,670000000.0,,,,135000000.0,161000000.0,-118000000.0,4140000000.0,20000000.0,2000000.0,4256000000.0,-59.0,-0.027725563909774435,-0.028964162984781543,3.681318681318681,2127.0,-0.028502415458937197,0.9727443609022557,True,High Risk
0001679363-22-000010,1679363,"MORPHIC HOLDING, INC.",US,MA,WALTHAM,2022-02-24 08:11:00.0,10-K,20211231.0,2021.0,FY,3845000.0,7314000.0,963000.0,,,,-83461000.0,-95542000.0,,11053000.0,-52552000.0,242382000.0,1.8180468868929822,-0.39417943576668235,-0.4005332506068241,1.9022106631989597,-5.612231694321815,,,True,High Risk
0001679688-22-000008,1679688,"DIGITALBRIDGE GROUP, INC.",US,FL,BOCA RATON,2022-02-28 17:33:00.0,10-K,20211231.0,2021.0,FY,,,,,,489000.0,170868000.0,-1048807000.0,855634000.0,32300000.0,6733371000.0,14197816000.0,-0.15576254449665702,-0.07387100945666573,,,1.1085747391611127,-1.2257659232802811,0.06026518444808694,True,High Risk
0001679788-22-000031,1679788,"COINBASE GLOBAL, INC.",US,DE,WILMINGTON,2022-02-24 20:57:00.0,10-K,20211231.0,2021.0,FY,39833000.0,,439559000.0,,2034658000.0,45300000.0,3004070000.0,-30387000.0,1141167000.0,51883000.0,963584000.0,5855414000.0,-0.03153539286663124,-0.0051895561953433185,-0.005225101326935348,,5.076703224628055,-0.026628004490140356,0.19489091633828112,True,High Risk
0001680247-22-000007,1680247,PROPETRO HOLDING CORP.,US,TX,MIDLAND,2022-02-25 16:59:00.0,10-K,20211231.0,2021.0,FY,152649000.0,84244000.0,20767000.0,,,,455290000.0,-54185000.0,,3500000.0,969305000.0,1023037000.0,-0.05590087743279979,-0.052964848778685424,-0.062253845411471664,0.5518804577822325,0.055433532273123524,,,True,High Risk
0001681622-22-000011,1681622,VAREX IMAGING CORP,US,UT,SALT LAKE CITY,2022-02-08 16:23:00.0,10-Q,20211231.0,2022.0,Q1,58800000.0,127100000.0,61000000.0,,,4200000.0,10800000.0,-6400000.0,,3600000.0,492800000.0,1139000000.0,-0.012987012987012988,-0.005618964003511853,-0.005924828735419367,2.1615646258503403,1.3112824675324675,,,True,High Risk
0001682852-22-000012,1682852,"MODERNA, INC.",US,MA,CAMBRIDGE,2022-02-25 08:07:00.0,10-K,20211231.0,2021.0,FY,18000000.0,3175000000.0,1472000000.0,,,,13620000000.0,-514000000.0,529000000.0,12000000.0,14145000000.0,24669000000.0,-0.03633792859667727,-0.02083586687745754,-0.02085108109204495,176.38888888888889,0.7440084835630965,-0.9716446124763705,0.02144391746726661,True,High Risk
0001683168-22-000636,790273,CONECTISYS CORP,US,WA,CHENEY,2022-02-03 15:29:00.0,10-Q,20211231.0,2022.0,Q1,,,31540.0,,,,0.0,-2562.0,524000.0,,32246441.0,0.0,-7.945062836546831e-05,,,,-1.0,-0.004889312977099236,,True,High Risk
0001683168-22-000639,1625285,ARMA SERVICES INC,US,NV,LAS VEGAS,2022-02-03 15:07:00.0,10-K,20211031.0,2021.0,FY,11495.0,,,,,,-4082.0,-6092.0,0.0,,20160.0,0.0,-0.30218253968253966,,0.5299695519791213,,-1.0,,,True,High Risk
0001683168-22-000708,1553264,AQUA POWER SYSTEMS INC.,US,FL,WINTER PARK,2022-02-07 09:24:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,,0.0,-60527.0,0.0,,-1105397.0,0.0,0.05475589313160792,,,,-1.0,,,True,High Risk
0001683168-22-000802,722572,FRANKLIN WIRELESS CORP,US,CA,SAN DIEGO,2022-02-09 16:49:00.0,10-Q,20211231.0,2022.0,Q2,3529341.0,2542429.0,785525.0,,,226129.0,37070294.0,-1185597.0,2375.0,184229.0,44686002.0,57788637.0,-0.026531731346205463,-0.020516092116863737,-0.021850578378311433,0.7203693267383344,0.2932156472624246,-499.1987368421053,4.1098044932258914e-05,True,High Risk
0001683168-22-000844,38264,"FORWARD INDUSTRIES, INC.",US,NY,HAUPPAUGE,2022-02-10 16:06:00.0,10-Q,20211231.0,2022.0,Q1,307508.0,8788041.0,,,19953276.0,54000.0,-511203.0,180024.0,11614000000.0,,-12571645.0,19856000.0,-0.014319844379951869,0.009066478646253021,0.009209099095725645,28.57825162272201,-2.5794273541768002,1.5500602720854143e-05,584.911361804996,True,High Risk
