adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Accumulated Depreciation/Amortization
0001510295-22-000011,1510295,MARATHON PETROLEUM CORP,US,OH,FINDLAY,2022-02-24 13:08:00.0,10-K,20211231.0,2021.0,FY,7803000000.0,5760000000.0,,33262000000.0,336000000.0,2419000000.0,-9826000000.0,,,26206000000.0,85373000000.0,-0.374952300999771,-0.1150949363381865,-0.1266726827381719,0.7381776239907728,2.2577653972372738,,,True,High Risk,
0001511337-22-000009,1511337,RLJ LODGING TRUST,US,MD,BETHESDA,2022-02-24 16:54:00.0,10-K,20211231.0,2021.0,FY,,,,3092883000.0,,397325000.0,-404441000.0,151871000.0,11900000.0,2397632000.0,5617172000.0,-0.168683517737501,-0.072000821765828,,,1.342799895897285,-2.663056146334718,0.0270369146609717,True,High Risk,
0001511737-22-000010,1511737,UBIQUITI INC.,US,NY,NEW YORK,2022-02-04 07:03:00.0,10-Q,20211231.0,2022.0,Q2,112071000.0,125459000.0,,,,308949000.0,235799000.0,,209000.0,-295978000.0,890985000.0,-0.7966774557568468,0.2646497976958086,0.3027279006411491,1.1194599851879612,-4.010308198582327,,,True,High Risk,
0001513162-22-000017,216877,PISMO COAST VILLAGE INC,US,CA,PISMO BEACH,2022-02-11 16:01:00.0,10-Q,20211231.0,2022.0,Q1,,22628.0,,,,321989.0,306352.0,1763220.0,,21487482.0,22672289.0,0.0142572312567847,0.0135121777955459,,,0.0551394062831559,0.1737457605970894,0.0777698272988669,True,High Risk,
0001514281-22-000023,1514281,"AG MORTGAGE INVESTMENT TRUST, INC.",US,NY,NEW YORK,2022-02-25 16:24:00.0,10-K,20211231.0,2021.0,FY,,,,,,26298000.0,86875000.0,,,214109000.0,543248000.0,0.405751276219122,0.1599177539539952,,,1.5372497186012732,,,True,High Risk,
0001514416-22-000054,1514416,BANDWIDTH INC.,US,NC,RALEIGH,2022-02-25 07:48:00.0,10-K,20211231.0,2021.0,FY,11665000.0,61572000.0,63065000.0,,19119000.0,40803000.0,-27362000.0,,1199000.0,5000.0,11200000.0,-5472.4,-2.443035714285714,58.84301075268817,5.278354050578654,2239.0,,,True,High Risk,
0001514705-22-000004,1514705,"SUNCOKE ENERGY, INC.",US,IL,LISLE,2022-02-24 15:28:00.0,10-K,20211231.0,2021.0,FY,126000000.0,46300000.0,49800000.0,,2000000.0,233100000.0,43400000.0,,5100000.0,469000000.0,1613400000.0,0.0925373134328358,0.0268997148878145,0.0291784321635067,0.3674603174603175,2.440085287846482,,,True,High Risk,
0001514991-22-000007,1514991,AMC NETWORKS INC.,US,NY,NEW YORK,2022-02-16 17:04:00.0,10-K,20211231.0,2021.0,FY,173207000.0,813587000.0,340407000.0,323425000.0,42200000.0,143474000.0,380486000.0,,52908000.0,616805000.0,5246338000.0,0.6168659462877246,0.0725241111037832,0.0750002316123908,4.697194686127004,7.505667107108406,,,True,High Risk,
0001516513-22-000010,1516513,"DOXIMITY, INC.",US,CA,SAN FRANCISCO,2022-02-09 16:42:00.0,10-Q,20211231.0,2022.0,Q3,1230000.0,50319000.0,16285000.0,,300000.0,79611000.0,55647000.0,,8221000.0,-13886000.0,932172000.0,-4.007417542848913,0.0596960646747595,0.0597749376438059,40.90975609756097,-68.13034711219933,,,True,High Risk,
0001516912-22-000031,1516912,"ORIGIN BANCORP, INC.",US,LA,RUSTON,2022-02-23 16:32:00.0,10-K,20211231.0,2021.0,FY,,,,242114000.0,1300000.0,171485000.0,53882000.0,17970000.0,0.0,321000.0,820087000.0,167.85669781931463,0.0657027851923027,,,2553.7881619937693,2.9984418475236505,0.0219123093037689,True,High Risk,
0001517175-22-000002,1517175,"CHEFS' WAREHOUSE, INC.",US,CT,RIDGEFIELD,2022-02-22 10:13:00.0,10-K,20211231.0,2021.0,FY,57515000.0,172540000.0,35390000.0,,13502000.0,-19899000.0,24193000.0,,114000.0,-2051000.0,974325000.0,-11.79570941004388,0.024830523695892,0.0263882374755947,2.9999130661566547,-476.0487567040468,,,True,High Risk,
0001517302-22-000012,1517302,ARTISAN PARTNERS ASSET MANAGEMENT INC.,US,WI,MILWAUKEE,2022-02-22 17:19:00.0,10-K,20211231.0,2021.0,FY,,,,,,292793000.0,212617000.0,1227236000.0,,180477000.0,98260000.0,1.1780836339256526,2.163820476287401,,,-0.4555538932938823,0.1732486661082302,12.48968043964991,True,High Risk,
0001517375-22-000009,1517375,"SPROUT SOCIAL, INC.",US,IL,CHICAGO,2022-02-23 16:08:00.0,10-K,20211231.0,2021.0,FY,1543000.0,25483000.0,6587000.0,,1000000.0,-14414000.0,-46807000.0,,2290000.0,-147043000.0,239669000.0,0.318321851431214,-0.1952985158698037,-0.1965640039306921,16.515230071289697,-2.629924579884796,,,True,High Risk,
0001518621-22-000023,1518621,"ORCHID ISLAND CAPITAL, INC.",US,FL,VERO BEACH,2022-02-25 16:27:00.0,10-K,20211231.0,2021.0,FY,,,,,,55374000.0,,,,-17994000.0,4058051000.0,,,,,-226.5224519284206,,,True,High Risk,
0001520006-22-000065,1520006,MATADOR RESOURCES CO,US,TX,DALLAS,2022-02-28 16:15:00.0,10-K,20211231.0,2021.0,FY,13982000.0,164242000.0,7799000.0,,,552042000.0,-593205000.0,983670000.0,21600000.0,1286530000.0,67952000.0,-0.4610891312289647,-8.729765128325877,-10.991384102279044,11.746674295522816,-0.9471819545599404,-0.6030528530909757,14.475953614315989,True,High Risk,
0001520138-22-000056,1580149,BIOVIE INC.,US,CA,LOS ANGELES,2022-02-08 07:29:00.0,10-Q,20211231.0,2022.0,Q2,1663089.0,,,229933505.0,114689.0,-7240891.0,-5414317.0,,,-87302302.0,6046689.0,0.0620180324683763,-0.8954184678590217,-1.2351302582352404,,-1.0692615069875249,,,True,High Risk,
0001520138-22-000082,1594114,ZHRH CORP,US,NV,RENO,2022-02-22 16:21:00.0,10-Q,20211231.0,2022.0,Q2,,,,,,,-192418.0,,,3740.0,0.0,-51.44866310160428,,,,-1.0,,,True,High Risk,
0001521951-22-000016,1521951,"FIRST BUSINESS FINANCIAL SERVICES, INC.",US,WI,MADISON,2022-02-23 16:03:00.0,10-K,20211231.0,2021.0,FY,,,,85797000.0,35000.0,35992000.0,35755000.0,,,83125000.0,2652905000.0,0.4301353383458646,0.0134776782432842,,,30.914646616541354,,,True,High Risk,
0001522727-22-000006,1522727,"USA COMPRESSION PARTNERS, LP",US,TX,AUSTIN,2022-02-15 16:31:00.0,10-K,20211231.0,2021.0,FY,22538000.0,63727000.0,109539000.0,,29400000.0,265425000.0,39132000.0,,8400000.0,,2948700000.0,,0.0132709329535049,0.0133731488550531,2.827535717454965,,,,True,High Risk,
0001524472-22-000009,1524472,XYLEM INC.,US,NY,RYE BROOK,2022-02-25 13:43:00.0,10-K,20211231.0,2021.0,FY,569000000.0,953000000.0,787000000.0,2037000000.0,140000000.0,538000000.0,427000000.0,2280000000.0,26000000.0,3218000000.0,3345000000.0,0.1326911124922312,0.1276532137518684,0.1538184438040346,1.6748681898066784,0.0394655065257924,0.1872807017543859,0.6816143497757847,False,Low Risk,
0001524741-22-000006,1524741,"U.S. SILICA HOLDINGS, INC.",US,TX,KATY,2022-02-25 15:03:00.0,10-K,20211231.0,2021.0,FY,90564000.0,202759000.0,,1200023000.0,9700000.0,-483000.0,-329082000.0,,8200000.0,615260000.0,627296000.0,-0.5348665604784969,-0.5246040146916289,-0.6131216323975466,2.238847665739146,0.0195624613984331,,,True,High Risk,
0001524931-22-000005,1524931,"CHUY'S HOLDINGS, INC.",US,TX,AUSTIN,2022-02-24 16:07:00.0,10-K,20211231.0,2021.0,FY,2977000.0,1811000.0,25242000.0,,,49780000.0,30176000.0,396467000.0,,94192000.0,493675000.0,0.3203669101409886,0.0611252342127918,0.0614960729409942,0.6083305340947263,4.241156361474435,0.0761122615501416,0.8030931280700866,True,High Risk,
0001525221-22-000006,1525221,BRISTOW GROUP INC.,US,TX,HOUSTON,2022-02-03 18:32:00.0,10-Q,20211231.0,2022.0,Q3,60305000.0,167300000.0,,,,60069000.0,-57121000.0,857505000.0,,844703000.0,1864789000.0,-0.0676225845060334,-0.030631347568009,-0.031655032685244,2.77423099245502,1.207626822682055,-0.0666130226645908,0.4598402285727768,True,High Risk,
0001526113-22-000005,1526113,"GLOBAL NET LEASE, INC.",US,NY,NEW YORK,2022-02-24 17:17:00.0,10-K,20211231.0,2021.0,FY,,,,,26903000.0,176851000.0,,233394000.0,600000.0,1620720000.0,4182956000.0,,,,,1.5809245273705514,,0.0557964272155863,True,High Risk,
0001527166-22-000007,1527166,CARLYLE GROUP INC.,US,DC,WASHINGTON,2022-02-10 16:42:00.0,10-K,20211231.0,2021.0,FY,,,,,15500000.0,-169200000.0,2974700000.0,3377000000.0,6000000.0,,2206600000.0,,1.348092087374241,,,,0.8808705952028427,1.530408773678963,True,High Risk,
0001527541-22-000007,1527541,"WHEELER REAL ESTATE INVESTMENT TRUST, INC.",US,VA,VIRGINIA BEACH,2022-02-28 16:10:00.0,10-K,20211231.0,2021.0,FY,,9153000.0,,,5970000.0,15780000.0,-9443000.0,61310000.0,,1861000.0,465281000.0,-5.0741536808167655,-0.0202952624328094,,,249.0166577109081,-0.1540205512966889,0.1317698337133904,True,High Risk,
0001528129-22-000040,1528129,"LAREDO PETROLEUM, INC.",US,OK,TULSA,2022-02-24 16:28:00.0,10-K,20211231.0,2021.0,FY,,63976000.0,,2398464000.0,,496671000.0,-237432000.0,,16028000.0,-21443000.0,1442610000.0,11.07270437905144,-0.1645850229791835,,,-68.27650048967028,,,True,High Risk,
0001528930-22-000004,1528930,"FRANCHISE GROUP, INC.",US,OH,DELAWARE,2022-02-23 16:17:00.0,10-K,20211231.0,2021.0,FY,,,,,8700000.0,-41485000.0,25064000.0,857955000.0,8900000.0,13000.0,0.0,1928.0,,,,-1.0,0.0292136533967399,,True,High Risk,
0001529274-22-000034,1529274,"ALKAMI TECHNOLOGY, INC.",US,TX,PLANO,2022-02-25 16:15:00.0,10-K,20211231.0,2021.0,FY,360000.0,20821000.0,13099000.0,658374000.0,0.0,-38145000.0,-46822000.0,73541000.0,369000.0,5000.0,436510000.0,-9364.4,-0.1072644383862912,-0.1073529748939585,57.83611111111111,87301.0,-0.6366788594117567,0.1684749490275137,True,High Risk,
0001530804-22-000003,1530804,TRONOX HOLDINGS PLC,US,CT,STAMFORD,2022-02-22 08:43:00.0,10-K,20211231.0,2021.0,FY,438000000.0,631000000.0,328000000.0,2067000000.0,2000000.0,,-109000000.0,,32000000.0,1698000000.0,5987000000.0,-0.0641931684334511,-0.0182061132453649,-0.0196431789511623,1.4406392694063928,2.525912838633687,,,True,High Risk,
0001530950-22-000062,1530950,"POST HOLDINGS, INC.",US,MO,ST. LOUIS,2022-02-04 13:25:00.0,10-Q,20211231.0,2022.0,Q1,426000000.0,531800000.0,,,40600000.0,114500000.0,81200000.0,155500000.0,,70300000.0,12414700000.0,1.155049786628734,0.006540633281513,0.0067730446170143,1.248356807511737,175.59601706970128,0.5221864951768489,0.0125254738334393,True,High Risk,
0001533758-22-000003,1533758,HUGHES SATELLITE SYSTEMS CORP,US,CO,ENGLEWOOD,2022-02-23 19:03:00.0,10-K,20211231.0,2021.0,FY,,-13672000.0,,,,67324000.0,,,,2011460000.0,-4147218000.0,,,,,-3.0617949151362693,,,True,High Risk,
0001534504-22-000007,1534504,PBF ENERGY INC.,US,NJ,PARSIPPANY,2022-02-17 15:56:00.0,10-K,20211231.0,2021.0,FY,911700000.0,,2792600000.0,,,-632200000.0,299600000.0,,17300000.0,1642800000.0,933600000.0,0.1823715607499391,0.3209083119108826,13.680365296803654,,-0.4317019722425128,,,True,High Risk,
0001534701-22-000078,1534701,PHILLIPS 66,US,TX,HOUSTON,2022-02-18 16:16:00.0,10-K,20211231.0,2021.0,FY,5171000000.0,7470000000.0,,20504000000.0,17000000.0,6017000000.0,1317000000.0,38156000000.0,169000000.0,19166000000.0,2946000000.0,0.0687154335802984,0.4470468431771894,-0.5919101123595506,1.4445948559272868,-0.8462903057497652,0.0345161966663172,12.951799049558725,True,High Risk,
0001535929-22-000018,1535929,"VOYA FINANCIAL, INC.",US,NY,NEW YORK,2022-02-22 16:21:00.0,10-K,20211231.0,2021.0,FY,,,,7542000000.0,89000000.0,200000000.0,2126000000.0,5510000000.0,41000000.0,10110000000.0,39567000000.0,0.2102868447082096,0.0537316450577501,,,2.9136498516320475,0.3858439201451906,0.1392574620264361,True,High Risk,
0001538263-22-000007,1538263,"HOMETRUST BANCSHARES, INC.",US,NC,ASHEVILLE,2022-02-07 16:39:00.0,10-Q,20211231.0,2022.0,Q2,,,,,,-31532000.0,11078000.0,,485000.0,396519000.0,3524723000.0,0.0279381315901633,0.0031429420127482,,,7.889165462436857,,,True,High Risk,
0001539497-22-000259,1512228,NIOCORP DEVELOPMENTS LTD,US,CO,CENTENNIAL,2022-02-04 07:29:00.0,10-Q,20211231.0,2022.0,Q2,,,,,,-2958000.0,-3458000.0,,,120935000.0,22254000.0,-0.0285938727415553,-0.1553877954525029,,,-0.8159837929466243,,,True,High Risk,
0001539497-22-000388,1706573,"TRIBUS ENTERPRISES, INC.",US,WA,SPOKANE VALLEY,2022-02-14 15:30:00.0,10-Q,20211231.0,2022.0,Q3,,,,,,-1445876.0,-543500.0,,,1449544.0,2626983.0,-0.3749455001021011,-0.2068913274276994,,,0.812282345344467,,,True,High Risk,
0001539838-22-000008,1539838,"DIAMONDBACK ENERGY, INC.",US,TX,MIDLAND,2022-02-24 17:28:00.0,10-K,20211231.0,2021.0,FY,,281000000.0,,14084000000.0,,2118000000.0,240000000.0,-375000000.0,48000000.0,12088000000.0,1809000000.0,0.0198544010589013,0.132669983416252,,,-0.8503474520185308,-0.64,-0.2072968490878938,True,High Risk,
0001543151-22-000008,1543151,"UBER TECHNOLOGIES, INC",US,CA,SAN FRANCISCO,2022-02-24 16:34:00.0,10-K,20211231.0,2021.0,FY,235000000.0,2439000000.0,6537000000.0,,439000000.0,-445000000.0,-496000000.0,1862000000.0,941000000.0,12266000000.0,2671000000.0,-0.0404369802706668,-0.1856982403594159,-0.2036124794745484,10.37872340425532,-0.7822436001956629,-0.2663802363050483,0.6971171845750656,True,High Risk,
0001545654-22-000008,1545654,"ALEXANDER & BALDWIN, INC.",US,HI,HONOLULU,2022-02-24 20:56:00.0,10-K,20211231.0,2021.0,FY,,,,,12500000.0,157600000.0,11600000.0,305300000.0,5900000.0,1066600000.0,1499900000.0,0.0108756797299831,0.0077338489232615,,,0.4062441402587661,0.0379954143465443,0.2035469031268751,True,High Risk,
0001546380-22-000007,825542,SCOTTS MIRACLE-GRO CO,US,OH,MARYSVILLE,2022-02-09 16:35:00.0,10-Q,20211231.0,2022.0,Q1,609400000.0,310800000.0,,,7400000.0,-420700000.0,24400000.0,,,0.0,5242200000.0,,0.0046545343558048,0.0052667932999481,0.5100098457499179,,,,True,High Risk,
0001546417-22-000006,1546417,"BLOOMIN' BRANDS, INC.",US,FL,TAMPA,2022-02-23 16:12:00.0,10-K,20211231.0,2021.0,FY,167978000.0,1701000.0,,1132808000.0,6005000.0,138849000.0,-158715000.0,,8184000.0,216461000.0,2672778000.0,-0.7332267706422866,-0.0593820362184962,-0.0633643404663047,0.0101263260665087,11.347619201611376,,,True,High Risk,
0001547903-22-000060,1547903,"NMI HOLDINGS, INC.",US,CA,EMERYVILLE,2022-02-15 21:46:00.0,10-K,20211231.0,2021.0,FY,,,,,,2924000.0,38179000.0,337000.0,,-14832000.0,2166666000.0,-2.574096548004315,0.0176210823449484,,,-147.08050161812298,113.29080118694364,0.0001555385093964,True,High Risk,
0001548123-22-000007,1560905,TORTEC GROUP CORP,US,WY,SHERIDAN,2022-02-22 12:38:00.0,10-Q,20211231.0,2021.0,Q3,,,,,,-43701.0,-68095.0,,,6881516.0,175.0,-0.0098953486412005,-389.1142857142857,,,-0.9999745695570568,,,True,High Risk,
0001549084-22-000006,1549084,"EKSO BIONICS HOLDINGS, INC.",US,CA,RICHMOND,2022-02-24 16:23:00.0,10-K,20211231.0,2021.0,FY,1501000.0,3224000.0,1429000.0,,,-11156000.0,-9764000.0,,2329000.0,-17000.0,49166000.0,574.3529411764706,-0.1985925232884513,-0.2048463232980174,2.1479013990672886,-2893.1176470588234,,,True,High Risk,
0001549346-22-000008,1549346,"SHUTTERSTOCK, INC.",US,NY,NEW YORK,2022-02-10 07:09:00.0,10-K,20211231.0,2021.0,FY,2442000.0,47707000.0,99529000.0,360939000.0,13100000.0,165072000.0,91883000.0,,36179000.0,-100027000.0,729644000.0,-0.9185819828646266,0.1259285350115947,0.1263514126748826,19.53603603603604,-8.2944704929669,,,True,High Risk,
0001549727-22-000009,1602813,FRONTERA GROUP INC.,US,NV,CARSON CITY,2022-02-18 09:25:00.0,10-Q,20211231.0,2022.0,Q2,29312.0,,,,,,-955.0,,,-146730.0,7000.0,0.006508553124787,-0.1364285714285714,0.0428020795984223,,-1.0477066721188577,,,True,High Risk,
0001549922-22-000008,1549922,"SUMMIT MIDSTREAM PARTNERS, LP",US,TX,HOUSTON,2022-02-28 17:20:00.0,10-K,20211231.0,2021.0,FY,10498000.0,62121000.0,13036000.0,,,165099000.0,-36616000.0,114524000.0,,,12420000.0,,-2.948148148148148,-19.05098855359001,5.917412840541055,,-0.3197233767594565,9.220933977455717,True,High Risk,
0001551152-22-000007,1551152,ABBVIE INC.,US,IL,NORTH CHICAGO,2022-02-18 12:42:00.0,10-K,20211231.0,2021.0,FY,2276000000.0,8822000000.0,,18305000000.0,4000000000.0,13324000000.0,7882000000.0,14886000000.0,29000000.0,15408000000.0,146529000000.0,0.5115524402907581,0.0537913996546758,0.0546401114708186,3.87609841827768,8.509929906542055,0.529490796721752,0.1015908113752226,True,High Risk,
0001552000-22-000007,1552000,MPLX LP,US,OH,FINDLAY,2022-02-24 13:10:00.0,10-K,20211231.0,2021.0,FY,172000000.0,452000000.0,363000000.0,,36000000.0,4911000000.0,2936000000.0,1236000000.0,-9000000.0,,14839000000.0,,0.1978569984500303,0.2001772686984386,2.627906976744186,,2.375404530744337,0.0832940225082552,True,High Risk,
0001552033-22-000008,1552033,TRANSUNION,US,IL,CHICAGO,2022-02-22 06:08:00.0,10-K,20211231.0,2021.0,FY,,392800000.0,39500000.0,2188900000.0,252700000.0,776900000.0,343200000.0,,1600000.0,3908100000.0,12635000000.0,0.0878176095801028,0.027162643450732,,,2.23302883754254,,,True,High Risk,
0001552275-22-000019,1552275,SUNOCO LP,US,TX,DALLAS,2022-02-18 11:47:00.0,10-K,20211231.0,2021.0,FY,515000000.0,295000000.0,282000000.0,,56000000.0,502000000.0,500000000.0,278000000.0,,,5438000000.0,,0.0919455682236116,0.1015640869388584,0.5728155339805825,,1.7985611510791366,0.051121735932328,True,High Risk,
0001552781-22-000215,1275168,FIVE STAR BANCORP,US,CA,RANCHO CORDOVA,2022-02-25 17:13:00.0,10-K,20211231.0,2021.0,FY,,,,,,28657000.0,35928000.0,,,133775000.0,264014000.0,0.2685703606802467,0.1360836925314566,,,0.9735675574658942,,,True,High Risk,
0001552797-22-000012,1552797,"DELEK LOGISTICS PARTNERS, LP",US,TN,BRENTWOOD,2022-02-25 14:29:00.0,10-K,20211231.0,2021.0,FY,8160000.0,15676000.0,,,7200000.0,275162000.0,164822000.0,,,,253675000.0,,0.6497368680398147,0.6713316905280736,1.921078431372549,,,,True,High Risk,
0001553023-22-000009,1553023,CYRUSONE INC.,US,TX,DALLAS,2022-02-16 17:43:00.0,10-K,20211231.0,2021.0,FY,,,,,,365700000.0,41400000.0,,0.0,1200000.0,7452000000.0,34.5,0.0055555555555555,,,6209.0,,,True,High Risk,
0001553350-22-000085,788920,PRO DEX INC,US,CA,IRVINE,2022-02-03 16:01:00.0,10-Q,20211231.0,2022.0,Q2,2315000.0,10933000.0,1812000.0,,,1085000.0,2908000.0,20161000.0,21000.0,22005000.0,42114000.0,0.132151783685526,0.069050671985563,0.0730671624915198,4.72267818574514,0.9138377641445126,0.1442388770398293,0.4787244146839531,False,Low Risk,
0001553350-22-000113,828530,ADMIRAL FINANCIAL CORP,US,FL,SOUTH MIAMI,2022-02-09 07:00:00.0,10-Q,20211231.0,2022.0,Q2,,,24000.0,,,0.0,0.0,0.0,,11000.0,,0.0,,,,,,,True,High Risk,
0001553350-22-000140,1602078,NEMAURA MEDICAL INC.,US,NY,MANHATTAN,2022-02-11 16:16:00.0,10-Q,20211231.0,2022.0,Q3,253694.0,,,32044335.0,,-4353494.0,-10269557.0,183628.0,50000.0,-34114228.0,35242907.0,0.3010344246981054,-0.2913935845303567,-0.2935063729498574,,-2.03308528629169,-55.92587731718474,0.0052103533911093,True,High Risk,
0001553350-22-000161,1121795,GHST WORLD INC.,US,NY,NEW YORK,2022-02-14 16:02:00.0,10-Q,20211231.0,2022.0,Q2,,,,,0.0,-93043.0,-151366.0,,,-58953.0,155184.0,2.567570776720438,-0.9753969481389834,,,-3.632334232354588,,,True,High Risk,
0001554795-22-000054,1500123,ITEM 9 LABS CORP.,US,AZ,PHOENIX,2022-02-14 16:16:00.0,10-Q,20211231.0,2022.0,Q1,3759818.0,1622604.0,1169776.0,,367767.0,-267694.0,-3345014.0,3039564.0,,44426737.0,117021016.0,-0.0752928129743132,-0.0285847287465014,-0.0295336272180345,0.4315645065798397,1.6340223005799412,-1.100491386264609,0.025974513842881,True,High Risk,
0001554795-22-000057,1570937,ALTAIR INTERNATIONAL CORP.,US,PA,PITTSBURGH,2022-02-14 17:01:00.0,10-Q,20211231.0,2021.0,Q3,70347.0,,949.0,,,-355640.0,-2437459.0,,,-53712.0,84015.0,45.38015713434614,-29.012188299708384,-178.33326016973953,,-2.564175603217158,,,True,High Risk,
0001555280-22-000078,1555280,ZOETIS INC.,US,NJ,PARSIPPANY,2022-02-15 15:20:00.0,10-K,20211231.0,2021.0,FY,457000000.0,1133000000.0,556000000.0,,230000000.0,1795000000.0,2037000000.0,659000000.0,31000000.0,3769000000.0,13600000000.0,0.5404616609180154,0.1497794117647058,0.1549874457886327,2.479212253829321,2.608384186786946,3.0910470409711683,0.0484558823529411,True,High Risk,
0001556593-22-000008,1556593,NEW RESIDENTIAL INVESTMENT CORP.,US,NY,NEW YORK,2022-02-16 21:16:00.0,10-K,20211231.0,2021.0,FY,,,,,,1873706000.0,,562077000.0,1211000.0,708173000.0,48182000.0,,,,,-0.9319629525553784,,11.66570503507534,True,High Risk,
0001558235-22-000007,1558235,CORPORATE PROPERTY ASSOCIATES 18 GLOBAL INC,US,NY,NEW YORK,2022-02-24 20:34:00.0,10-K,20211231.0,2021.0,FY,,,,,,89991000.0,12343000.0,204217000.0,,796640000.0,258017000.0,0.0154938240610564,0.0478379331594429,,,-0.6761184474794135,0.0604406097435571,0.7914866074716007,True,High Risk,
0001558370-22-000740,1633932,ESSA PHARMA INC.,CA,BC,VANCOUVER,2022-02-03 07:02:00.0,10-Q,20211231.0,2022.0,Q1,1425871.0,,1635272.0,,,-3942588.0,-6528704.0,,1198850.0,-2076479.0,198165818.0,3.1441223340086752,-0.0329456616983257,-0.0331844350857734,,-96.43357674216789,,,True,High Risk,
0001558370-22-000756,1828376,WILLIAM PENN BANCORPORATION,US,PA,BRISTOL,2022-02-03 14:47:00.0,10-Q,20211231.0,2022.0,Q2,,,,,113000.0,-2957000.0,2046000.0,,,56600000.0,833969000.0,0.0361484098939929,0.0024533286009432,,,13.734434628975263,,,True,High Risk,
0001558370-22-000807,1126741,GSI TECHNOLOGY INC,US,CA,SUNNYVALE,2022-02-04 16:05:00.0,10-Q,20211231.0,2022.0,Q3,1567000.0,3665000.0,5520000.0,,58000.0,-9942000.0,-13357000.0,,192000.0,78479000.0,87612000.0,-0.1701983970234075,-0.1524562845272337,-0.1552327270614213,2.338864071474154,0.1163750812319219,,,True,High Risk,
0001558370-22-000808,57725,LANNETT CO INC,US,PA,PHILADELPHIA,2022-02-04 16:06:00.0,10-Q,20211231.0,2022.0,Q2,29585000.0,66275000.0,11206000.0,355239000.0,17200000.0,13843000.0,-178447000.0,,2115000.0,-548000.0,594937000.0,325.63321167883214,-0.2999426830067721,-0.3156387524940214,2.2401554841980733,-1086.6514598540143,,,True,High Risk,
0001558370-22-000812,927355,TESSCO TECHNOLOGIES INC,US,MD,HUNT VALLEY,2022-02-04 16:27:00.0,10-Q,20211231.0,2022.0,Q3,,68386900.0,,67227700.0,658400.0,-388000.0,1458800.0,,,79717700.0,188321900.0,0.0182995746239542,0.0077463109707368,,,1.362359927594499,,,True,High Risk,
0001558370-22-000828,1556179,"ROCKY MOUNTAIN INDUSTRIALS, INC.",US,CO,DENVER,2022-02-04 17:22:00.0,10-Q/A,20210930.0,2022.0,Q2,571777.0,71555.0,1064285.0,,,-1192282.0,-1064285.0,174300.0,,4827000.0,20476367.0,-0.2204858089910917,-0.0519762612186038,-0.0534693254169013,0.1251449428710843,3.242048270147089,-6.106052782558806,0.008512252197863,True,High Risk,
0001558370-22-000829,1556179,"ROCKY MOUNTAIN INDUSTRIALS, INC.",US,CO,DENVER,2022-02-04 17:23:00.0,10-Q,20211231.0,2022.0,Q3,610216.0,643114.0,235545.0,,,-2227758.0,1939606.0,1416888.0,,6183263.0,17733026.0,0.3136864791292235,0.109378173809704,0.1132761503514902,1.0539120573698493,1.867907446278769,1.368919773475391,0.0799010839999896,False,Low Risk,
0001558370-22-000856,1066194,EGAIN CORP,US,CA,SUNNYVALE,2022-02-07 16:02:00.0,10-Q,20211231.0,2022.0,Q2,3068000.0,14773000.0,4352000.0,385467000.0,26000.0,4681000.0,-275000.0,,47000.0,-1487000.0,110328000.0,0.1849361129791526,-0.0024925676165615,-0.0025638635092299,4.815189048239896,-75.19502353732346,,,True,High Risk,
0001558370-22-000902,879169,INCYTE CORP,US,DE,WILMINGTON,2022-02-08 16:05:00.0,10-K,20211231.0,2021.0,FY,172110000.0,,533595000.0,4567111000.0,21500000.0,710656000.0,-295697000.0,205000000.0,120400000.0,-1430758000.0,3560918000.0,0.2066715684972581,-0.0830395420506734,-0.0872569351819282,,-3.4888331919164526,-1.4424243902439025,0.0575694245135664,True,High Risk,
0001558370-22-000908,730464,ADTALEM GLOBAL EDUCATION INC.,US,IL,CHICAGO,2022-02-08 16:17:00.0,10-Q,20211231.0,2022.0,Q2,65422000.0,69072000.0,97013000.0,519826000.0,47150000.0,1094000.0,-40151000.0,19854000.0,13931000.0,1287890000.0,696458000.0,-0.0311757991753954,-0.0576502818547565,-0.063627114776336,1.0557916297270031,-0.4592255549775214,-2.022312884053591,0.0285071030844645,True,High Risk,
0001558370-22-000923,812074,"O-I GLASS, INC. /DE/",US,OH,PERRYSBURG,2022-02-09 06:47:00.0,10-K,20211231.0,2021.0,FY,1126000000.0,692000000.0,,3090000000.0,34000000.0,687000000.0,-400000000.0,1185000000.0,10000000.0,297000000.0,8882000000.0,-1.3468013468013469,-0.045034902049088,-0.0515729757607013,0.6145648312611013,28.905723905723907,-0.3375527426160337,0.1334158973204233,True,High Risk,
0001558370-22-000926,1411688,"CONTAINER STORE GROUP, INC.",US,TX,COPPELL,2022-02-09 08:02:00.0,10-Q,20211231.0,2021.0,Q3,70983000.0,28949000.0,88080000.0,,,116689000.0,13693000.0,18686000.0,,406637000.0,1201085000.0,0.0336737680043872,0.0114005253583218,0.01211660540376,0.4078300438133074,1.953703179986081,0.7327946055870705,0.0155576000033303,True,High Risk,
