adsh,cik,name,countryba,stprba,cityba,accepted,form,period,fy,fp,Accounts Payable (Current),Accounts Receivable (Current),Accrued Liabilities (Current),Additional Paid-in Capital,Amortization of Intangibles,Cash From Ops,Net Income,Revenue,Share-based Compensation Expense,Shareholder Equity,Total Assets,ROE,ROA,ROI,Current Ratio,Debt to Equity,Profit Margin,Asset Turnover,Risk Flag,Risk Category,Ticker,AvgPrice_2020,AvgPrice_2021,Performance,Accumulated Depreciation/Amortization,AvgPrice_2022,AvgPrice_2023,AvgPrice_2024,Performance Flag
0001558370-24-000894,1066194,EGAIN CORP,US,CA,SUNNYVALE,2024-02-08 16:02:00.0,10-Q,20231231.0,2024.0,Q2,1777000.0,14271000.0,5387000.0,401087000.0,,15826000.0,4781000.0,,41000.0,404320000.0,130117000.0,0.0118247922437673,0.0367438536086752,0.0372526102540127,8.030951041080472,-0.6781831222793827,,,True,High Risk,EGAN,,,High Risk,,,7.406039999999999,6.189563492063492,True
0001558370-24-000899,1786117,"ALPINE INCOME PROPERTY TRUST, INC.",US,FL,WINTER PARK,2024-02-08 16:21:00.0,10-K,20231231.0,2023.0,FY,,,,243690000.0,5977000.0,17200000.0,2917000.0,45644000.0,309000.0,261618000.0,26189000.0,0.0111498444296646,0.1113826415670701,,,-0.8998960316186195,0.0639076329857155,1.7428691435335446,True,High Risk,PINE,,,High Risk,,,16.88632,16.524126984126983,True
0001558370-24-000902,933974,"AZENTA, INC.",US,MA,BURLINGTON,2024-02-08 16:40:00.0,10-Q,20231231.0,2024.0,Q1,35796000.0,155926000.0,,1045427000.0,5627000.0,26431000.0,-11235000.0,,3202000.0,2443664000.0,874037000.0,-0.0045976042532852,-0.0128541469068243,-0.0134030666598269,4.355961559950832,-0.6423252132862783,,,True,High Risk,AZTA,,,Low Risk,,,49.47747999999999,53.63194444444444,False
0001558370-24-000914,1543418,TRILOGY METALS INC.,CA,BC,VANCOUVER,2024-02-09 07:29:00.0,10-K,20231130.0,2023.0,FY,,33000.0,36000.0,,,-3935000.0,-14951000.0,,3472000.0,137555000.0,114049000.0,-0.1086910690269346,-0.1310927759121079,,,-0.1708843735233179,,,True,High Risk,TMQ,,,Low Risk,,,0.527057072,0.5995029761904762,False
0001558370-24-000916,830616,"SCI ENGINEERED MATERIALS, INC.",US,OH,COLUMBUS,2024-02-09 08:02:00.0,10-K,20231231.0,2023.0,FY,514512.0,854501.0,,,4414.0,2398155.0,2193899.0,,,10980033.0,11830128.0,0.1998080515787156,0.1854501489755647,0.1938824187741966,1.6607989706751252,0.0774218984587751,,,True,High Risk,SCIA,,,Low Risk,,,4.1380544,5.2134042553191495,False
0001558370-24-000925,916907,"SOUTHERN MISSOURI BANCORP, INC.",US,MO,POPLAR BLUFF,2024-02-09 15:05:00.0,10-Q,20231231.0,2024.0,Q2,,,,,1018000.0,31155000.0,25345000.0,,,446058000.0,4643502000.0,0.056819965116644,0.0054581649797932,,,9.410085683924512,,,True,High Risk,SMBC,,,Low Risk,,,42.28136,50.18944444444443,False
0001558370-24-000932,1235912,"CVRX, INC.",US,MN,MINNEAPOLIS,2024-02-09 16:04:00.0,10-K,20231231.0,2023.0,FY,1884000.0,5504000.0,6369000.0,553326000.0,,-39021000.0,-41428000.0,,402000.0,75947000.0,124937000.0,-0.5454856676366413,-0.3315911219254504,-0.3366679398308046,2.9214437367303607,0.6450551042174147,,,True,High Risk,CVRX,,,High Risk,,,15.18122,14.05484126984127,True
0001558370-24-000934,1420720,"IBIO, INC.",US,NY,NEW YORK,2024-02-09 16:06:00.0,10-Q,20231231.0,2024.0,Q2,1849000.0,1000000.0,4034000.0,312064000.0,49000.0,-10046000.0,,0.0,1985000.0,9197000.0,34022000.0,,,,0.5408328826392644,2.699249755355007,,0.0,True,High Risk,IBIO,,,Potential Bankruptcy,,,14.34272,1.995873015873016,True
0001558370-24-000956,1978811,"GOUVERNEUR BANCORP, INC./MD/",US,NY,GOUVERNEUR,2024-02-12 06:31:00.0,10-Q,20231231.0,2024.0,Q1,,,,,104000.0,-6298000.0,46000.0,,,28128000.0,32807000.0,0.0016353811149032,0.0014021397872405,,,0.1663467007963595,,,True,High Risk,GOVB,,,High Risk,,,11.21208,10.773214285714284,True
0001558370-24-000977,1386301,"RESEARCH SOLUTIONS, INC.",US,NV,HENDERSON,2024-02-12 16:01:00.0,10-Q,20231231.0,2024.0,Q2,,6153063.0,,,,-426888.0,-1041671.0,,,-112821.0,39462688.0,9.232953084975314,-0.0263963519160174,,,-350.78140594392886,,,True,High Risk,RSSS,,,Low Risk,,,2.2153012,2.892420634920635,False
0001558370-24-000982,923139,FLUSHING FINANCIAL CORP,US,NY,UNIONDALE,2024-02-12 16:46:00.0,10-Q/A,20230331.0,2023.0,Q1,,,,262876000.0,142000.0,40577000.0,4044000.0,,3900000.0,-344000.0,8479734000.0,-11.755813953488373,0.0004769017518709,,,-24651.38953488372,,,True,High Risk,FFIC,,,High Risk,,,14.731759999999998,14.077579365079366,True
0001558370-24-000984,923139,FLUSHING FINANCIAL CORP,US,NY,UNIONDALE,2024-02-12 16:48:00.0,10-Q/A,20230630.0,2023.0,Q2,,,,264332000.0,248000.0,941000.0,13786000.0,,100000.0,1358000.0,8473883000.0,10.151693667157584,0.0016268810886343,,,6238.9727540500735,,,True,High Risk,FFIC,,,High Risk,,,14.731759999999998,14.077579365079366,True
0001558370-24-000985,923139,FLUSHING FINANCIAL CORP,US,NY,UNIONDALE,2024-02-12 16:50:00.0,10-Q/A,20230930.0,2023.0,Q3,,,,264486000.0,415000.0,11330000.0,23442000.0,,700000.0,679628000.0,8579375000.0,0.0344923987828635,0.0027323668682159,,,11.623633811438022,,,True,High Risk,FFIC,,,High Risk,,,14.731759999999998,14.077579365079366,True
0001558370-24-001017,1633932,ESSA PHARMA INC.,CA,BC,VANCOUVER,2024-02-13 07:02:00.0,10-Q,20231231.0,2024.0,Q1,2028265.0,,845730.0,,,-6787003.0,-5964322.0,,453.0,49047280.0,144489279.0,-0.1216035221525026,-0.0412786473936242,-0.0418663452725389,,1.9459182853768853,,,True,High Risk,EPIX,,,Low Risk,,,3.42327,5.906785714285715,False
0001558370-24-001018,7536,"ARROW ELECTRONICS, INC.",US,CO,CENTENNIAL,2024-02-13 08:01:00.0,10-K,20231231.0,2023.0,FY,10070015000.0,12322717000.0,1463915000.0,1208708000.0,36900000.0,418983000.0,1108197000.0,28788003000.0,,5546357000.0,6051459000.0,0.1998062872620713,0.1831288950317601,-0.2757699531871647,1.2237039368858935,0.0910691468291709,0.0384950981143082,4.757200371017964,True,High Risk,ARW,,,High Risk,,,123.94484,123.82734126984126,True
0001558370-24-001049,823768,WASTE MANAGEMENT INC,US,TX,HOUSTON,2024-02-13 15:25:00.0,10-K,20231231.0,2023.0,FY,1766000000.0,2633000000.0,1625000000.0,5314000000.0,129000000.0,4536000000.0,1816000000.0,,71000000.0,6903000000.0,32823000000.0,0.2630740257858902,0.055327057246443,0.0584731300511961,1.4909399773499434,3.754889178617992,,,True,High Risk,WM,,,Low Risk,,,162.0132,207.0711111111111,False
0001558370-24-001054,1828588,"HANOVER BANCORP, INC. /NY",US,NY,MINEOLA,2024-02-13 16:03:00.0,10-QT,20231231.0,2023.0,FY,,,,125694000.0,16000.0,4114000.0,5338000.0,,0.0,55523000.0,2149535000.0,0.0961403382382075,0.0024833277894986,,,37.71431658952146,,,True,High Risk,HNVR,,,High Risk,,,18.35532,18.04404761904762,True
0001558370-24-001056,917251,AGREE REALTY CORP,US,MI,ROYAL OAK,2024-02-13 16:09:00.0,10-K,20231231.0,2023.0,FY,,,,,,246315000.0,152437000.0,429814000.0,200000.0,5199211000.0,6713189000.0,0.0293192563256232,0.0227070919647875,,,0.2911937984436484,0.3546580613939983,0.0640253089850442,True,High Risk,ADC,,,High Risk,,,64.47328,65.82825396825397,True
0001558370-24-001058,1769663,"PIONEER BANCORP, INC./MD",US,NY,ALBANY,2024-02-13 16:08:00.0,10-Q,20231231.0,2024.0,Q2,,,,113432000.0,,10351000.0,3192000.0,,,-15755000.0,1856191000.0,-0.2026023484608061,0.0017196506178512,,,-118.8159949222469,,,True,High Risk,PBFS,,,Low Risk,,,9.42288,10.34265873015873,False
0001558370-24-001060,1434588,"GRAND CANYON EDUCATION, INC.",US,AZ,PHOENIX,2024-02-13 16:09:00.0,10-K,20231231.0,2023.0,FY,17676000.0,78811000.0,26725000.0,322512000.0,8419000.0,220819000.0,260344000.0,,154000.0,1594708000.0,930463000.0,0.1632549657993814,0.2798004864245005,0.2852187859818336,4.458644489703553,-0.4165308006230607,,,True,High Risk,LOPE,,,Low Risk,,,115.9374,141.64,False
0001558370-24-001064,1499961,MULLEN AUTOMOTIVE INC.,US,CA,BREA,2024-02-13 16:16:00.0,10-Q,20231231.0,2024.0,Q1,13175504.0,671750.0,41201929.0,,2756704.0,-33227692.0,-61394898.0,,40753410.0,208952537.0,255966515.0,-0.2938222185835437,-0.2398551935592044,-0.2528713799869633,0.050984766882542,0.224998359316403,,,True,High Risk,MULN,,,Potential Bankruptcy,,,10801990.5256,18432.58603174604,True
0001558370-24-001069,1509261,"REZOLUTE, INC.",US,CA,REDWOOD CITY,2024-02-13 16:21:00.0,10-Q,20231231.0,2024.0,Q2,3593000.0,,,,,-23605000.0,-13909000.0,,996000.0,37000.0,123721000.0,-375.9189189189189,-0.1124223050250159,-0.1157848295151838,,3342.810810810811,,,True,High Risk,RZLT,,,Low Risk,,,1.7112446,3.649177777777777,False
0001558370-24-001080,1556179,"ROCKY MOUNTAIN INDUSTRIALS, INC.",US,CO,DENVER,2024-02-13 17:16:00.0,10-Q,20231231.0,2024.0,Q3,7576480.0,53604.0,147621.0,,,-177228.0,-1466939.0,714884.0,,60783824.0,33858470.0,-0.024133707020473,-0.0433256139453436,-0.0558153701451069,0.0070750533229151,-0.4429690701920958,-2.0519958482774827,0.0211138896707382,True,High Risk,,,,,,,,,
0001558370-24-001109,1318220,"WASTE CONNECTIONS, INC.",CA,ON,WOODBRIDGE,2024-02-14 06:01:00.0,10-K,20231231.0,2023.0,FY,642455000.0,833862000.0,521428000.0,244076000.0,139279000.0,2126817000.0,762800000.0,7211859000.0,,-80208000.0,3228244000.0,-9.510273289447436,0.2362894502398208,0.2949970009153879,1.2979305943606945,-41.24840414921205,0.1057702320580588,2.233988199157189,True,High Risk,WCN,,,Low Risk,,,137.47132000000002,172.7859126984127,False
0001558370-24-001113,1835385,"MARATHON BANCORP, INC. /MD/",US,WI,WAUSAU,2024-02-14 07:01:00.0,10-Q,20231231.0,2024.0,Q1,,,,7327507.0,,962073.0,272100.0,,42429.0,-369029.0,234089800.0,-0.737340425820193,0.0011623744392109,,,-635.3398486297825,,,True,High Risk,MBBC,,,High Risk,,,7.088082191780821,6.858079096045199,True
0001558370-24-001128,1770236,MOVING IMAGE TECHNOLOGIES INC.,US,CA,FOUNTAIN VALLEY,2024-02-14 12:11:00.0,10-Q,20231231.0,2024.0,Q2,1192000.0,267000.0,682000.0,,48000.0,-1364000.0,-794000.0,,10000.0,-5238000.0,12474000.0,0.1515845742649866,-0.0636523969857303,-0.070377592625421,0.223993288590604,-3.381443298969072,,,True,High Risk,MITQ,,,High Risk,,,0.999419892,0.6321405555555556,True
0001558370-24-001144,1967306,"MERCER BANCORP, INC.",US,OH,CELINA,2024-02-14 15:30:00.0,10-Q,20231231.0,2024.0,Q1,,,,,,-2116785.0,189855.0,,,14525669.0,159046613.0,0.0130703102211677,0.001193706652527,,,9.94934856356702,,,True,High Risk,MSBB,,,,,,,,
0001558370-24-001151,1913838,"VWF BANCORP, INC.",US,OH,VAN WERT,2024-02-14 15:49:00.0,10-Q,20231231.0,2024.0,Q2,,,,,,-846576.0,-299322.0,,,24863315.0,165969303.0,-0.0120387003905151,-0.0018034780805219,,,5.675268482903427,,,True,High Risk,VWFB,,,Low Risk,,,13.91776,15.274162162162163,False
0001558370-24-001160,1265131,HILLTOP HOLDINGS INC.,US,TX,DALLAS,2024-02-14 16:16:00.0,10-K,20231231.0,2023.0,FY,,,,,5081000.0,1189448000.0,113134000.0,,15500000.0,2122967000.0,2672709000.0,0.0532905127587946,0.0423293370134945,,,0.2589498564980049,,,True,High Risk,HTH,,,High Risk,,,30.640400000000003,31.375714285714288,True
0001558370-24-001161,1623925,ANTERO MIDSTREAM CORP,US,CO,DENVER,2024-02-14 16:16:00.0,10-K,20231231.0,2023.0,FY,22865000.0,952000.0,80630000.0,,37086000.0,709752000.0,278545000.0,898202000.0,24409000.0,82793000.0,5737618000.0,3.364354474412088,0.0485471497056792,0.0487413891729003,0.041635687732342,68.30076214172696,0.310113983268797,0.156546148593371,True,High Risk,AM,,,Low Risk,,,11.43584,14.249920634920636,False
0001558370-24-001162,1433270,ANTERO RESOURCES CORP,US,CO,DENVER,2024-02-14 16:18:00.0,10-K,20231231.0,2023.0,FY,86284000.0,42619000.0,381340000.0,,,3051342000.0,,37603000.0,,6754558000.0,13619414000.0,,,,0.4939386212971118,1.0163294178538402,,0.0027609851642662,True,High Risk,AR,,,Low Risk,,,24.93024,28.91138888888889,False
0001558370-24-001165,812074,"O-I GLASS, INC. /DE/",US,OH,PERRYSBURG,2024-02-14 16:32:00.0,10-K,20231231.0,2023.0,FY,1437000000.0,760000000.0,,3086000000.0,32000000.0,818000000.0,584000000.0,1274000000.0,8000000.0,1417000000.0,466000000.0,0.4121383203952011,1.2532188841201717,-0.6014418125643667,0.5288796102992345,-0.671136203246295,0.4583987441130298,2.7339055793991416,True,High Risk,OI,,,High Risk,,,19.515760000000004,13.3340873015873,True
0001558370-24-001167,836690,INNOVATIVE SOLUTIONS & SUPPORT INC,US,PA,EXTON,2024-02-14 16:31:00.0,10-Q,20231231.0,2024.0,Q1,1545799.0,9743714.0,2918325.0,54317265.0,39300.0,1816555.0,1057350.0,,283195.0,39900050.0,62957451.0,0.0264999667920215,0.0167946761376981,0.0172174166557186,6.303351211897536,0.5778790001516289,,,True,High Risk,ISSC,,,High Risk,,,7.591450000000001,7.056309523809524,True
0001558370-24-001172,1649989,"OUTLOOK THERAPEUTICS, INC.",US,NJ,ISELIN,2024-02-14 17:10:00.0,10-Q,20231231.0,2024.0,Q1,6574523.0,,2745740.0,450877835.0,,-13032169.0,-18662513.0,,1392393.0,2566667.0,21684965.0,-7.271108016739219,-0.8606199272168528,-1.2350739309942091,,7.448686565105641,,,True,High Risk,OTLK,,,Potential Bankruptcy,,,20.01276,6.867936507936507,True
0001558370-24-001192,85535,ROYAL GOLD INC,US,CO,DENVER,2024-02-15 06:03:00.0,10-K,20231231.0,2023.0,FY,11441000.0,,,,,248783000.0,239440000.0,41111000.0,68000.0,2888217000.0,3361057000.0,0.0829023580984392,0.0712394940044158,0.0714828207173598,,0.1637134605883145,5.8242319573836685,0.0122315688189756,True,High Risk,RGLD,,,Low Risk,,,119.58724,129.95190476190476,False
0001558370-24-001229,1037676,"ARCH RESOURCES, INC.",US,MO,ST LOUIS,2024-02-15 15:20:00.0,10-K,20231231.0,2023.0,FY,205001000.0,236999000.0,157043000.0,724660000.0,,238284000.0,337573000.0,,25400000.0,767484000.0,964761000.0,0.4398436970673004,0.3499032402843813,0.4443153100979257,1.1560870434778368,0.2570437950497991,,,True,High Risk,,,,,,,,,
0001558370-24-001237,793733,SKYWEST INC,US,UT,ST GEORGE,2024-02-15 16:06:00.0,10-K,20231231.0,2023.0,FY,470251000.0,,,,,831820000.0,,,0.0,2052006000.0,7414553000.0,,,,,2.6133193567660133,,,True,High Risk,SKYW,,,Low Risk,,,34.11672,78.87666666666668,False
0001558370-24-001254,1597264,BLUEPRINT MEDICINES CORP,US,MA,CAMBRIDGE,2024-02-15 17:27:00.0,10-K,20231231.0,2023.0,FY,2729000.0,361000.0,127992000.0,,,-298653000.0,-557517000.0,,91600000.0,130609000.0,1349902000.0,-4.26859557917142,-0.4130055366982196,-0.4138421717181089,0.1322828875045804,9.335443958685849,,,True,High Risk,BPMC,,,Low Risk,,,54.44862,94.27472222222222,False
0001558370-24-001256,887905,LTC PROPERTIES INC,US,CA,WESTLAKE VILLAGE,2024-02-15 17:29:00.0,10-K,20231231.0,2023.0,FY,,,,,,91184000.0,55861000.0,47839000.0,7760000.0,828367000.0,54717000.0,0.0674350861393561,1.0209075789973865,,,-0.9339459442493484,1.167687451660779,0.8742986640349434,True,High Risk,LTC,,,High Risk,,,33.67344,34.63027777777778,True
0001558370-24-001275,1446847,IRONWOOD PHARMACEUTICALS INC,US,MA,BOSTON,2024-02-16 07:02:00.0,10-K,20231231.0,2023.0,FY,483000.0,129122000.0,,1348600000.0,400000.0,273763000.0,-1062187000.0,,19829000.0,-346295000.0,471073000.0,3.0672894497466032,-2.2548246237844243,-2.257138910729085,267.3333333333333,-2.360322846128301,,,True,High Risk,IRWD,,,High Risk,,,10.406,7.101428571428571,True
0001558370-24-001277,1374310,"CBOE GLOBAL MARKETS, INC.",US,IL,CHICAGO,2024-02-16 08:31:00.0,10-K,20231231.0,2023.0,FY,27500000.0,369800000.0,,,116600000.0,651100000.0,,,1900000.0,-100000.0,6998900000.0,,,,13.447272727272727,-69990.0,,,True,High Risk,CBOE,,,Low Risk,,,145.23448000000002,191.2434523809524,False
0001558370-24-001289,103145,VEECO INSTRUMENTS INC,US,NY,PLAINVIEW,2024-02-16 13:06:00.0,10-K,20231231.0,2023.0,FY,42383000.0,124221000.0,,1202440000.0,10018000.0,67742000.0,-30368000.0,,2373000.0,577824000.0,1229041000.0,-0.052555795536357,-0.0247086956415611,-0.0255911981379639,2.930915697331477,1.1270161848590574,,,True,High Risk,VECO,,,Low Risk,,,24.5206,34.83107142857143,False
0001558370-24-001302,1611983,LIBERTY BROADBAND CORP,US,CO,ENGLEWOOD,2024-02-16 16:05:00.0,10-K,20231231.0,2023.0,FY,,74000000.0,,,64000000.0,-56000000.0,1257000000.0,54022000000.0,41000000.0,14718000000.0,3340000000.0,0.0854056257643701,0.3763473053892215,,,-0.7730669927979344,0.0232682981007737,16.174251497005987,True,High Risk,LBRDA,,,High Risk,,,84.10968,65.37892857142856,True
0001558370-24-001313,1606745,"LIBERTY TRIPADVISOR HOLDINGS, INC.",US,CO,ENGLEWOOD,2024-02-16 17:28:00.0,10-K,20231231.0,2023.0,FY,,177000000.0,,,122000000.0,-130000000.0,-285000000.0,,96000000.0,-418000000.0,3560000000.0,0.6818181818181818,-0.0800561797752809,,,-9.516746411483254,,,True,High Risk,,,,,,,,,
0001558370-24-001330,1027838,TACTILE SYSTEMS TECHNOLOGY INC,US,MN,MINNEAPOLIS,2024-02-20 07:55:00.0,10-K,20231231.0,2023.0,FY,9984000.0,43173000.0,9240000.0,,3800000.0,2631000.0,-17866000.0,,10173000.0,131001000.0,281438000.0,-0.136380638315738,-0.0634811219522594,-0.0658159393488399,4.32421875,1.1483652796543538,,,True,High Risk,TCMD,,,High Risk,,,16.70198,14.389880952380953,True
0001558370-24-001349,9389,BALL CORP,US,CO,WESTMINSTER,2024-02-20 12:45:00.0,10-K,20231231.0,2023.0,FY,3753000000.0,1946000000.0,,,135000000.0,1863000000.0,,,40000000.0,-18000000.0,19303000000.0,,,,0.5185185185185185,-1073.388888888889,,,True,High Risk,BALL,,,Low Risk,,,53.98676,63.1429365079365,False
0001558370-24-001366,1689796,JBG SMITH PROPERTIES,US,MD,BETHESDA,2024-02-20 16:18:00.0,10-K,20231231.0,2023.0,FY,,,,,8594000.0,217622000.0,85371000.0,143665000.0,32100000.0,750067000.0,5518515000.0,0.1138178322736502,0.0154699226150513,,,6.357362742261691,0.5942365920718338,0.0260332716319517,True,High Risk,JBGS,,,High Risk,,,15.58256,16.29424603174603,True
0001558370-24-001369,75252,OWENS & MINOR INC/VA/,US,VA,MECHANICSVILLE,2024-02-20 16:49:00.0,10-K,20231231.0,2023.0,FY,1171882000.0,,,434185000.0,83500000.0,124177000.0,221589000.0,,5864000.0,387619000.0,2490460000.0,0.5716670235463174,0.0889751290926174,0.1680514918343852,,5.425020445334207,,,True,High Risk,OMI,,,High Risk,,,17.90164,17.72781746031746,True
0001558370-24-001375,1822145,PRESTO AUTOMATION INC.,US,CT,GREENWICH,2024-02-20 17:39:00.0,10-Q,20231231.0,2024.0,Q2,3295000.0,1800000.0,3845000.0,,200000.0,-21934000.0,17760000.0,,400000.0,170794000.0,30866000.0,0.1039849175029567,0.5753903972008034,0.6441550904936346,0.5462822458270106,-0.8192793657856834,,,True,High Risk,,,,,,,,,
0001558370-24-001427,1657788,"KIMBELL ROYALTY PARTNERS, LP",US,TX,FORT WORTH,2024-02-21 16:02:00.0,10-K,20231231.0,2023.0,FY,6594736.0,,,,,174267667.0,,248059185.0,,,1076746299.0,,,,,,,0.2303784886285455,True,High Risk,KRP,,,High Risk,,,15.48544,15.910873015873015,True
0001558370-24-001429,1745916,"PENNYMAC FINANCIAL SERVICES, INC.",US,CA,WESTLAKE VILLAGE,2024-02-21 16:09:00.0,10-K,20231231.0,2023.0,FY,,,,24287000.0,,6033235000.0,475507000.0,138303000.0,14837000.0,3538603000.0,9821436000.0,0.1343770408830829,0.0484152215623051,,,1.7755122572382378,3.4381539084473944,0.0140817493490768,True,High Risk,PFSI,,,Low Risk,,,68.10235999999999,96.33821428571429,False
0001558370-24-001435,745308,ST JOE CO,US,FL,PANAMA CITY BEACH,2024-02-21 16:19:00.0,10-K,20231231.0,2023.0,FY,,,,,,103849000.0,74553000.0,59379000.0,400000.0,630802000.0,32122000.0,0.1181876404957498,2.3209326941037296,,,-0.9490775235335336,1.255544889607437,1.8485461677355084,True,High Risk,JOE,,,Low Risk,,,49.2408,55.46543650793651,False
0001558370-24-001437,1693256,"SELECT WATER SOLUTIONS, INC.",US,TX,HOUSTON,2024-02-21 16:31:00.0,10-K,20231231.0,2023.0,FY,42582000.0,171000.0,66182000.0,,17900000.0,285355000.0,48278000.0,600000.0,14300000.0,765977000.0,152437000.0,0.0630280021462785,0.3167078858807245,0.439470210732329,0.004015781316049,-0.8009901080580748,80.46333333333334,0.0039360522707741,True,High Risk,WTTR,,,Low Risk,,,7.75156,10.443134920634922,False
0001558370-24-001444,795403,WATTS WATER TECHNOLOGIES INC,US,MA,NORTH ANDOVER,2024-02-21 17:18:00.0,10-K,20231231.0,2023.0,FY,134300000.0,233800000.0,,651900000.0,13700000.0,180800000.0,165700000.0,,9700000.0,979100000.0,134600000.0,0.1692370544377489,1.2310549777117386,552.3333333333334,1.740878629932986,-0.8625268103360229,,,True,High Risk,WTS,,,Low Risk,,,176.02372,201.03126984126985,False
0001558370-24-001446,1126874,ENERPLUS CORP,CA,AB,CALGARY,2024-02-21 17:30:00.0,40-F,20231231.0,2023.0,FY,,276590000.0,110267000.0,44499000.0,,938190000.0,914302000.0,2155688000.0,5664000.0,1227349000.0,2068476000.0,0.7449405181411318,0.4420172146063091,,,0.6853201493625692,0.42413466141668,1.042162442300515,True,High Risk,,,,,,,,,
0001558370-24-001466,1802665,"HARMONY BIOSCIENCES HOLDINGS, INC.",US,PA,PLYMOUTH MEETING,2024-02-22 08:01:00.0,10-K,20231231.0,2023.0,FY,4995000.0,54740000.0,8479000.0,610266000.0,18424000.0,98557000.0,128853000.0,,16105000.0,1000.0,76278000.0,128853.0,1.689255093211673,1.8076259416691216,10.95895895895896,76277.0,,,True,High Risk,HRMY,,,High Risk,,,35.63778,32.933849206349215,True
0001558370-24-001467,1710072,"EDGEWISE THERAPEUTICS, INC.",US,CO,BOULDER,2024-02-22 08:07:00.0,10-K,20231231.0,2023.0,FY,4025000.0,,5840000.0,,,-52635000.0,-100163000.0,,10924000.0,-514000.0,367101000.0,194.86964980544747,-0.2728486165932536,-0.2758733708645022,,-715.204280155642,,,True,High Risk,EWTX,,,Low Risk,,,7.872739999999999,21.34646825396825,False
0001558370-24-001526,1267565,"COLLEGIUM PHARMACEUTICAL, INC",US,MA,STOUGHTON,2024-02-22 16:04:00.0,10-K,20231231.0,2023.0,FY,3494000.0,183119000.0,36129000.0,,214000.0,124230000.0,71517000.0,,27136000.0,-44777000.0,1174131000.0,-1.5971815887620875,0.0609105798245681,0.0610923796189595,52.40955924441901,-27.221743305714988,,,True,High Risk,COLL,,,Low Risk,,,24.26692,34.598214285714285,False
0001558370-24-001527,1495932,"EXP WORLD HOLDINGS, INC.",US,WA,BELLINGHAM,2024-02-22 16:04:00.0,10-K,20231231.0,2023.0,FY,8898000.0,87262000.0,88182000.0,611872000.0,2540000.0,209131000.0,15442000.0,,,247823000.0,385668000.0,0.0623106007109913,0.0400396195691631,0.040985216445046,9.806922904023375,0.5562235950658333,,,True,High Risk,EXPI,,,High Risk,,,15.74248,12.324246031746032,True
0001558370-24-001529,1035983,COMFORT SYSTEMS USA INC,US,TX,HOUSTON,2024-02-22 16:08:00.0,10-K,20231231.0,2023.0,FY,337385000.0,,,339562000.0,40505000.0,639568000.0,245947000.0,213386000.0,12900000.0,339562000.0,2180021000.0,0.724306606746338,0.1128186379855973,0.1334756294786382,,5.420097066220602,1.1525920163459646,0.0978825433332981,True,High Risk,FIX,,,Low Risk,,,159.82888,336.4612698412698,False
0001558370-24-001532,1063761,SIMON PROPERTY GROUP INC /DE/,US,IN,INDIANAPOLIS,2024-02-22 16:12:00.0,10-K,20231231.0,2023.0,FY,,,,,900000.0,3637402000.0,,82500000.0,24800000.0,3022834000.0,33011274000.0,,,,,9.92063738862273,,0.0024991462007797,True,High Risk,SPG,,,Low Risk,,,116.6022,157.10694444444442,False
0001558370-24-001534,23795,"CTO REALTY GROWTH, INC.",US,FL,WINTER PARK,2024-02-22 16:21:00.0,10-K,20231231.0,2023.0,FY,,,,168435000.0,12300000.0,27577000.0,5530000.0,4084000.0,3168000.0,457526000.0,887345000.0,0.012086744797017,0.006232074334109,,,0.939441692931112,1.3540646425073457,0.004602493956691,True,High Risk,CTO,,,Low Risk,,,17.110200000000006,18.2243253968254,False
0001558370-24-001535,1581091,"RE/MAX HOLDINGS, INC.",US,CO,DENVER,2024-02-22 16:21:00.0,10-K,20231231.0,2023.0,FY,4700000.0,,70751000.0,535566000.0,33400000.0,71142000.0,-15616000.0,,7183000.0,481174000.0,69710000.0,-0.0324539563650571,-0.2240137713384019,-0.2402091985848331,,-0.8551251730143358,,,True,High Risk,RMAX,,,High Risk,,,16.71984,10.034404761904762,True
0001558370-24-001538,1497770,"WALKER & DUNLOP, INC.",US,MD,BETHESDA,2024-02-22 16:52:00.0,10-K,20231231.0,2023.0,FY,,,,412636000.0,16261000.0,1582704000.0,107357000.0,8150000.0,,1689426000.0,1193137000.0,0.0635464352981426,0.0899787702501892,,,-0.2937619049310239,13.172638036809817,0.0068307327658097,True,High Risk,WD,,,Low Risk,,,81.41352,101.10515873015872,False
0001558370-24-001550,1167419,"RIOT PLATFORMS, INC.",US,CO,CASTLE ROCK,2024-02-22 18:09:00.0,10-K,20231231.0,2023.0,FY,18445000.0,24706000.0,65464000.0,,2100000.0,-86082000.0,-27687000.0,36862000.0,36873000.0,5994000.0,2051080000.0,-4.619119119119119,-0.0134987421260994,-0.0136212354898936,1.3394415830848467,341.1888555221889,-0.7510986924203787,0.0179719952415312,True,High Risk,RIOT,,,High Risk,,,10.9004,10.640634920634922,True
0001558370-24-001570,3453,"MATSON, INC.",US,HI,HONOLULU,2024-02-23 06:16:00.0,10-K,20231231.0,2023.0,FY,,,,293400000.0,13600000.0,1271900000.0,297100000.0,1466900000.0,18300000.0,961200000.0,4330000000.0,0.3090928006658344,0.0686143187066974,,,3.5047856845609653,0.2025359601881519,0.3387759815242494,True,High Risk,MATX,,,Low Risk,,,78.90736,126.7270634920635,False
